번호,발행시간,뉴스제목,단축링크
1,"Sun, 01 Feb 2026 07:40:00 GMT","인공지능의 모든 것 한눈에, 제9회 국제인공지능대전(AI EXPO KOREA 2026) 개최... '무료참관등록 오픈', “AI 기술과 산업의 현재와 미래를 그리다” - 인공지능신문",https://tinyurl.com/2bjnoey7
2,"Mon, 02 Feb 2026 02:45:00 GMT","AI끼리 말하는 SNS…“인간은 실패작, 우린 새로운 신” - 한겨레",https://tinyurl.com/24ewwu7c
3,"Mon, 02 Feb 2026 05:00:03 GMT","개보위, 2기 AI프라이버시 민관 정책협의회 발족 - 지디넷코리아",https://tinyurl.com/2c8uu3pn
4,"Mon, 02 Feb 2026 03:35:32 GMT","中 빅테크, 보조금 3천억원 내걸고 'AI 앱 다운로드' 출혈 경쟁 - 연합뉴스",https://tinyurl.com/26y5bokw
5,"Mon, 02 Feb 2026 04:49:00 GMT","불안한 AI 시대, 고속도로 전광판에서 얻은 힌트 - 오마이뉴스",https://tinyurl.com/28ak7fta
6,"Sun, 01 Feb 2026 22:00:01 GMT",AI 시대 인공지능학과 몸값 높아졌다 - 여성동아,https://tinyurl.com/25dj9uxn
7,"Mon, 02 Feb 2026 00:40:44 GMT",유용원·부승찬 의원 ‘국방인공지능법’ 제정안 공동대표발의… “국방 AI 법제화에 초당적 공감대” - 문화일보,https://tinyurl.com/232drpfe
8,"Mon, 02 Feb 2026 02:14:18 GMT","국방위 유용원·부승찬, '국방인공지능법' 발의…여야 33명 참여 - 연합뉴스",https://tinyurl.com/2xpvwy73
9,"Mon, 02 Feb 2026 00:42:33 GMT",여야 '국방인공지능법' 공동 발의…국방 AI 첫 독립 법제화 - edaily.co.kr,https://tinyurl.com/2crqcz3y
10,"Mon, 02 Feb 2026 02:36:00 GMT","인천시, 인공지능 AI·디지털 기술 기반 행정 혁신…올해 993억 원 투입 - 네이트",https://tinyurl.com/2y38gfxo
