번호,발행시간,뉴스제목,단축링크
1,"Sun, 13 Sep 2026 06:06:00 GMT",AI 수장들 “개발 늦춰야”…‘인류멸망 경고’에 ‘속도조절론’으로 급선회 - v.daum.net,https://tinyurl.com/23ld4yyx
2,"Mon, 14 Sep 2026 01:28:37 GMT","""앤트로픽·오픈AI·구글, AI 표준기구 설립 추진"" - MBC 뉴스",https://tinyurl.com/2dklxdsc
3,"Sun, 13 Sep 2026 21:05:00 GMT",“그러다 중국이 앞서가면요?”…‘AI 개발 늦추자’는 아모데이 답변은 [이런뉴스] - KBS 뉴스,https://tinyurl.com/2ak5uyct
4,"Sun, 13 Sep 2026 23:12:00 GMT",‘AI 위험론’에 트럼프 “일어나지 않을 일”…미 민주 “개발속도 늦춰야” - hani.co.kr,https://tinyurl.com/2c9ynvxv
5,"Mon, 14 Sep 2026 01:00:00 GMT","LG AI연구원, 제조·과학·금융 현장 특화 '전문가 AI' 공개 - 연합뉴스",https://tinyurl.com/23488xxk
6,"Mon, 14 Sep 2026 01:44:14 GMT","""1%의 예외까지 잡는다""…LG, '전문가 AI'로 산업 난제 정조준 - 머니투데이 - mt.co.kr",https://tinyurl.com/27n4wfh9
7,"Mon, 14 Sep 2026 02:07:00 GMT","AI 주식 수익률 96%, 암 예측은 1분 만에 '뚝딱'…LG, AI 성과 공개 - v.daum.net",https://tinyurl.com/2cmpe5ef
8,"Mon, 14 Sep 2026 02:06:42 GMT","딥엑스, 저전력 AI 반도체 기술 정부 '녹색기술 인증' 획득 - 아시아경제",https://tinyurl.com/28hjcuba
9,"Mon, 14 Sep 2026 01:52:33 GMT","현대차, 2028년 레벨2+ 자율차 양산…자체 AI 플랫폼 탑재 - 서울경제",https://tinyurl.com/2dh6rk8g
10,"Mon, 14 Sep 2026 00:54:00 GMT",[새로 나온 책] 인공지능 AI시대에 “OO해도 될까요?” - KBS 뉴스,https://tinyurl.com/22gm65db
