번호,발행시간,뉴스제목,단축링크
1,"Tue, 12 May 2026 02:10:12 GMT","김용범 ""AI시대 과실, '국민배당금'으로 국민에 환원돼야"" - 연합뉴스",https://tinyurl.com/25rzzk7k
2,"Wed, 13 May 2026 01:29:29 GMT","AI가 번 돈, 국민에게 나눠준다?…‘AI 국민배당금’ 3대 쟁점 - 지디넷코리아",https://tinyurl.com/27be2kch
3,"Tue, 12 May 2026 12:16:00 GMT",‘AI 국민배당금’ 띄운 청 정책실장…“초과이윤 일부 세수로 걷어 환원해야” - 한겨레,https://tinyurl.com/2arub94o
4,"Tue, 12 May 2026 06:53:00 GMT","AI에이전트·양자위협에 금융사 보안 '빨간불'…""정부·업계 선제책 필요"" - 지디넷코리아",https://tinyurl.com/2dkfnd5q
5,"Wed, 13 May 2026 01:03:02 GMT","한-UAE, 'AI 인프라·반도체' 투자 협력 강화…투자포럼 개최 - v.daum.net",https://tinyurl.com/2y3lh87q
6,"Wed, 13 May 2026 01:00:00 GMT","정부, UAE와 AI·반도체 투자포럼 개최…실질 협력 성과 도출 - newsis.com",https://tinyurl.com/2yv2unyr
7,"Wed, 13 May 2026 01:00:00 GMT",한-아랍 에미리트(UAE) 인공지능 기반 시설(AI인프라)·반도체 투자포럼 개최 - 대한민국 정책브리핑,https://tinyurl.com/2975847b
8,"Wed, 13 May 2026 00:46:39 GMT",인공지능이 무너트린 프린스턴 무감독 명예시험 - newsis.com,https://tinyurl.com/23d3cwg4
9,"Wed, 13 May 2026 00:20:03 GMT","세상읽기)인공지능 시대, 스승의 의미를 묻다 - v.daum.net",https://tinyurl.com/2yagssez
10,"Wed, 13 May 2026 00:22:26 GMT","“지구엔 자리가 없다” … 빅테크 AI 전쟁터, 우주로 향하는 이유 - 매일경제",https://tinyurl.com/2cvkj4tw
