번호,발행시간,뉴스제목,단축링크
1,"Fri, 17 Apr 2026 08:09:56 GMT",신세계가 열흘만에 오픈AI 협업 계획 뒤집은 이유 - 지디넷코리아,https://tinyurl.com/2ycab9kk
2,"Sat, 18 Apr 2026 18:00:19 GMT","오픈AI, IPO 앞두고 핵심임원 잇단 퇴사…""재조정·통합 일환"" - 연합뉴스",https://tinyurl.com/2c2mermg
3,"Sat, 18 Apr 2026 21:00:00 GMT","전쟁이 바꾼 생성형AI 지형도, 오픈AI '챗GPT' 주춤 앤트로픽 '클로드' 부상 - 비즈니스포스트",https://tinyurl.com/2786pbm4
4,"Thu, 16 Apr 2026 20:04:12 GMT",“AI 때문에 해고? 솔직해지자…당신은 다른 이유로 잘린 것” - 중앙일보,https://tinyurl.com/28u2j8a6
5,"Sat, 18 Apr 2026 22:00:00 GMT",인공지능 실증에 머물지 않고 확산 체계 구축[모두의 AI 광주⑩끝] - 뉴시스,https://tinyurl.com/24otzx7y
6,"Sun, 19 Apr 2026 01:01:47 GMT","‘100조 AI 허브’ 잡아라…경북도, 국제인공지능기구 유치 준비 착수 - v.daum.net",https://tinyurl.com/29ogwn47
7,"Sat, 18 Apr 2026 23:59:33 GMT","수은, 130억 투입해 자체 생성형 AI ‘KEXIM AI’ 구축 착수 - v.daum.net",https://tinyurl.com/24b5rpqh
8,"Sun, 19 Apr 2026 00:39:32 GMT","수출입은행, 자체 생성형 AI로 대출 심사 프로세스 단축한다 - 마켓인",https://tinyurl.com/2clhu8wr
9,"Sun, 19 Apr 2026 00:41:00 GMT","수출입은행, 생성형 AI ‘KEXIM AI’ 구축 착수⋯130억 규모 - 브릿지경제",https://tinyurl.com/244ag5jp
10,"Fri, 17 Apr 2026 22:23:00 GMT",“인공지능도 팀으로 일한다”…일터 점령한 AI비서 - KBS 뉴스,https://tinyurl.com/2br4oxgy
