번호,발행시간,뉴스제목,단축링크
1,"Mon, 08 Jun 2026 20:13:00 GMT","젠슨 황, 한국서 종횡무진…AI 협력망 다지고 출국한다 - 연합뉴스",https://tinyurl.com/2aovtf8u
2,"Sun, 07 Jun 2026 07:00:00 GMT",[단독] '공공AI 신속개발' 민간중심 정부조직 만든다 - 전자신문,https://tinyurl.com/2adfr4sz
3,"Tue, 09 Jun 2026 00:00:12 GMT",AI 만난 애플 '시리' 더 강해졌다…어떤 점 달라졌나 - 지디넷코리아,https://tinyurl.com/2bo5xx29
4,"Tue, 09 Jun 2026 01:56:48 GMT","애플, 구글과 함께 새 AI 아키텍처 공개…'적과의 동침' 통할까 - v.daum.net",https://tinyurl.com/23x279ff
5,"Tue, 09 Jun 2026 01:34:24 GMT","'AI 지각생' 애플, 갤럭시 AI 넘을 혁신은 없었다[IT썰] - 머니투데이 - 머니투데이",https://tinyurl.com/225kqrle
6,"Tue, 09 Jun 2026 01:56:07 GMT","엠클라우드브리지, ERP 기반 AI 업무 플랫폼 'Ai 365' 공개…“전사 AI 업무 환경 구현” - 인공지능신문",https://tinyurl.com/225vdw6q
7,"Tue, 09 Jun 2026 01:47:58 GMT","텔레픽스, AI·컴퓨터 비전 학회 'CVPR 2026'서 논문 5편 채택 - 전자신문",https://tinyurl.com/2c56acy5
8,"Tue, 09 Jun 2026 01:04:00 GMT","“AI의 개인정보 유출 막아라”…개보위, ‘기술 개발 로드맵’ 공개 - KBS 뉴스",https://tinyurl.com/27j9zthg
9,"Mon, 08 Jun 2026 22:22:00 GMT","[단독] 일터 파고든 AI, 노동자 어떻게 제약할까…인권위 대규모 조사 착수 - 한겨레",https://tinyurl.com/2a9z52bs
10,"Tue, 09 Jun 2026 01:16:33 GMT","아크릴, 뇌 특화 인공지능 파운데이션 모델 개발 착수 - 뉴시스",https://tinyurl.com/22cqpjdz
