번호,발행시간,뉴스제목,단축링크
1,"Mon, 06 Apr 2026 00:24:00 GMT","AI발 구조조정, ‘숙련 사다리’ 끊긴다…“신입 뽑아도 시킬 일 없어” - 한겨레",https://tinyurl.com/27tyqrz7
2,"Fri, 03 Apr 2026 08:53:47 GMT","[AI는 지금] MS, AI 자체 모델 속도전…오픈AI 의존 낮추고 멀티모달 경쟁 가속 - 지디넷코리아",https://tinyurl.com/28d4tb8a
3,"Mon, 06 Apr 2026 01:01:25 GMT","LG, 계열사 난제 푸는 AI 해커톤 확대…청년 2만명 참여 - v.daum.net",https://tinyurl.com/29huko69
4,"Mon, 06 Apr 2026 01:05:55 GMT","“데이터로 질병 잡는다”…카카오헬스-사노피, RWE·AI 협력 - 전자신문",https://tinyurl.com/28ng79c8
5,"Mon, 06 Apr 2026 01:11:18 GMT",대구교육청 'AI 윤리교육 로드맵' 구축 - 뉴시스,https://tinyurl.com/27ykdco6
6,"Sun, 05 Apr 2026 20:00:01 GMT",포춘 10대 기업 중 8곳 쓴다…챗GPT보다 안전한 ‘AI’ 뭐길래 - 중앙일보,https://tinyurl.com/2xndm6wj
7,"Mon, 06 Apr 2026 00:03:40 GMT","고양시, '인공지능 당직 시스템' 6일 운영 시작 - 연합뉴스",https://tinyurl.com/29xpon5t
8,"Mon, 06 Apr 2026 00:40:00 GMT","기보, 인공지능 기반 '기술혁신정보' 특허 출원 - 노컷뉴스",https://tinyurl.com/2cbhcgfx
9,"Sun, 05 Apr 2026 12:42:00 GMT",명장정수장 수돗물 생산 공정에 인공지능 기술 접목 - KBS 뉴스,https://tinyurl.com/2yhs2lqk
10,"Mon, 06 Apr 2026 00:36:00 GMT","다날, 구글-오픈AI 등 빅테크 기업 참여 에이전틱 AI 재단 합류…상호운용 AI 결제 시스템 구축 - 이투데이",https://tinyurl.com/29s754wu
