번호,발행시간,뉴스제목,단축링크
1,"Mon, 02 Feb 2026 11:17:00 GMT",‘인간은 끼지 마’ AI 전용 SNS 한국어판 등장…무슨 대화하나 봤더니 - 한겨레,https://tinyurl.com/2479rxjy
2,"Tue, 03 Feb 2026 02:30:33 GMT","""인간은 눈팅만 하세요"" AI만 소통하는 커뮤니티 'K-몰트북' 떴다 - 뉴시스",https://tinyurl.com/29nc57cv
3,"Mon, 02 Feb 2026 15:56:00 GMT",AI끼리 포커 치고 종교도 만들어… 채팅방이 ‘그들만의 천국’ 됐다 - 조선일보,https://tinyurl.com/234ucxyh
4,"Tue, 03 Feb 2026 04:45:00 GMT","""AI, 이미 '일반 지능' 수준 도달…75년 전 튜링의 상상이 현실로"" - 동아사이언스",https://tinyurl.com/2xpextjc
5,"Tue, 03 Feb 2026 04:30:00 GMT","유플리트, 창립 20주년 맞아 '고객 경험 중심 AX(AI전환) 기업'으로 피벗 선언 - 전자신문",https://tinyurl.com/22sxzxkv
6,"Tue, 03 Feb 2026 04:22:25 GMT","한국오라클 ""AI 내재화된 데이터베이스로 기업 혁신 지원"" - v.daum.net",https://tinyurl.com/28wbuj5q
7,"Tue, 03 Feb 2026 01:16:35 GMT",인공지능이 예측한 올해 강릉시 관광객은? - 연합뉴스,https://tinyurl.com/27o6qtv8
8,"Mon, 02 Feb 2026 23:35:59 GMT","""인공지능 챗봇들의 수다"" 사람에게 반기 드나 - 뉴시스",https://tinyurl.com/2c8cvw4w
9,"Sun, 01 Feb 2026 07:40:00 GMT","인공지능의 모든 것 한눈에, 제9회 국제인공지능대전(AI EXPO KOREA 2026) 개최... '무료참관등록 오픈', “AI 기술과 산업의 현재와 미래를 그리다” - 인공지능신문",https://tinyurl.com/2bjnoey7
10,"Tue, 03 Feb 2026 02:56:18 GMT",‘제조산업 1번지’ 경남도… 인공지능 대전환 선포식 - 문화일보,https://tinyurl.com/2yz4rv3f
