번호,발행시간,뉴스제목,단축링크
1,"Thu, 04 Jun 2026 04:50:54 GMT","""3초면 답변 뚝딱""…韓 상륙 메타 ‘AI 글래스’ 써보니 - 지디넷코리아",https://tinyurl.com/238h9qz2
2,"Wed, 03 Jun 2026 05:42:10 GMT","엔비디아, 한국에 AI기술센터 설립 속도…부지는 새만금 유력 - 한국경제",https://tinyurl.com/2cqaev4z
3,"Fri, 05 Jun 2026 00:13:00 GMT","[특징주] 마키나락스, 젠슨 황 국내 스타트업 간담회 참석…AI 협력 기대감에 상승세 - 이투데이",https://tinyurl.com/2cv53xxx
4,"Wed, 03 Jun 2026 23:17:39 GMT","젠슨 황, 크래프톤 장병규 만난다…피지컬AI·칩셋 협력 논의 - 연합뉴스",https://tinyurl.com/256aukok
5,"Fri, 05 Jun 2026 00:58:38 GMT","앤트로픽 ""AI 모델, '스스로 진화'로 향하고 있다"" - v.daum.net",https://tinyurl.com/294lk8lx
6,"Thu, 04 Jun 2026 23:57:52 GMT","앤트로픽 ""모델 개발 속도 늦춰야""…'스스로 진화하는 AI 위험' 경고 - 지디넷코리아",https://tinyurl.com/27k4xadt
7,"Thu, 04 Jun 2026 22:47:29 GMT","앤스로픽 ""곧 AI 스스로 발전…개발 속도 늦춰야"" 경고 - 마켓인",https://tinyurl.com/22npyjzr
8,"Fri, 05 Jun 2026 02:11:14 GMT","에스알포스트, S2S 기반 국내 최초 AI 보이스 에이전트 'MIRVO'... GS인증 1등급 획득 - 인공지능신문",https://tinyurl.com/2acqnusz
9,"Fri, 05 Jun 2026 01:14:15 GMT","부산항만공사, 부산항에 해양 AI 벨트 조성 사업 착수 - 연합뉴스",https://tinyurl.com/2ahvg4pc
10,"Fri, 05 Jun 2026 01:46:15 GMT","""K-해양 인공지능 벨트 조성"" 부산항만공사, 본격 착수 - 뉴시스",https://tinyurl.com/2bcctjjd
