번호,발행시간,뉴스제목,단축링크
1,"Mon, 09 Mar 2026 11:35:00 GMT",이세돌이 말로 코딩한 AI기사... 알파고보다 더 강해 ‘李 항복’ - 조선일보,https://tinyurl.com/24gu3qme
2,"Mon, 09 Mar 2026 08:15:17 GMT","[알파고 10년 ①] 이세돌, 한국 AI 출발점됐다 - 지디넷코리아",https://tinyurl.com/26m738t8
3,"Mon, 09 Mar 2026 12:47:00 GMT",‘알파고 대국 10년’…다시 AI 마주 선 이세돌 - KBS 뉴스,https://tinyurl.com/25eywjln
4,"Sun, 08 Mar 2026 21:00:00 GMT",AI 혁명 첫 피해자는?…고학력·고소득 화이트 칼러가 대체되고 있다 [팩플] - 중앙일보,https://tinyurl.com/ykkjcezd
5,"Wed, 11 Mar 2026 00:13:11 GMT","SBVA, 얀 르쿤 AI 연구소 'AMI'에 500억원 투자 - 뉴시스",https://tinyurl.com/2awhtnt7
6,"Wed, 11 Mar 2026 00:30:37 GMT","SBVA, AI 대부 얀 르쿤 설립 'AMI'에 500억원 투자…‘차세대 월드모델’ 선점 - 인공지능신문",https://tinyurl.com/2de5drud
7,"Tue, 10 Mar 2026 21:01:50 GMT",“인간 같은 범용성은 허구”…‘AI 4대 천왕’이 불붙인 차세대 AI 논란 - v.daum.net,https://tinyurl.com/24vkmvv8
8,"Wed, 11 Mar 2026 00:01:48 GMT",[AI픽] AI로 업무 시간 절감했지만 재확인에 다시 쓴다 - v.daum.net,https://tinyurl.com/29hheeeu
9,"Tue, 10 Mar 2026 23:56:07 GMT","“인공지능·자율기술 시대 대비”...AT&T, 美 차세대 통신 인프라 구축 위해 369조원 투자 - 인공지능신문",https://tinyurl.com/2aus6gfa
10,"Tue, 10 Mar 2026 08:13:43 GMT",금융심사 넘은 '국가AI컴퓨팅센터'…구축 속도 붙을까 - 지디넷코리아,https://tinyurl.com/2xmyo26s
