번호,발행시간,뉴스제목,단축링크
1,"Thu, 18 Jun 2026 23:32:12 GMT","[단독] 하정우, 국가AI전략위로…李정부 AI 삼각축 재편 마무리 - 지디넷코리아",https://tinyurl.com/26tg25zv
2,"Thu, 18 Jun 2026 15:30:00 GMT",“주변 카페 하나 없어”… AI 인력 모집에 지원자 ‘0’ - 동아일보,https://tinyurl.com/2xszsdkw
3,"Fri, 19 Jun 2026 02:37:10 GMT","오픈AI, 한국 챗GPT에 광고 붙인다…무료·저가 요금제 대상 [팩플] - v.daum.net",https://tinyurl.com/27h24x67
4,"Fri, 19 Jun 2026 02:36:37 GMT",AI로 롯데그룹 혁신 가속… 롯데이노베이트 AX 역할 확대 - 인공지능신문,https://tinyurl.com/295uutr9
5,"Fri, 19 Jun 2026 02:36:18 GMT",사람처럼 오타까지 낸다…날로 진화하는 AI커닝법 - 마켓인,https://tinyurl.com/25s6a3z5
6,"Fri, 19 Jun 2026 01:56:26 GMT",충남교육청 인공지능직업교육센터 개관…6개 미래산업 실습 - 연합뉴스,https://tinyurl.com/25xotlo4
7,"Thu, 18 Jun 2026 11:46:00 GMT",미 ‘앤트로픽 AI’ 접근 차단에 유럽 반발…G7 ‘동맹국엔 허용’ 논의 - 한겨레,https://tinyurl.com/29u5l88q
8,"Thu, 18 Jun 2026 22:05:08 GMT","AI시대 ‘영업맨’이 뜬다...오픈AI·앤스로픽, 기술 영업 인력 대거 채용 - 조선일보",https://tinyurl.com/23bt2p32
9,"Thu, 18 Jun 2026 08:29:57 GMT","앤트로픽 ""미토스 문제 해결 노력""…한국과 AI보안 협력(종합) - v.daum.net",https://tinyurl.com/26mknzc6
10,"Fri, 19 Jun 2026 02:05:10 GMT","""인공지능 시대, 우리는 어떻게 살아갈 것인가?"" 제13회 공주정신건강학술문화제 개최 - 서울Pn",https://tinyurl.com/27upr7jo
