번호,발행시간,뉴스제목,단축링크
1,"Tue, 17 Feb 2026 02:14:00 GMT",“‘옷 벗기는 AI’ 언제까지 그냥 둘 건가”···성착취 이미지 생성에 전 세계가 ‘우려’ 성명 - 경향신문,https://tinyurl.com/26nugvvq
2,"Mon, 16 Feb 2026 09:01:00 GMT",'AI를 쓰지 않는다'는 사람들이 모르고 있는 사실 - OhmyNews,https://tinyurl.com/24s6bf3w
3,"Wed, 18 Feb 2026 01:56:44 GMT",‘시민 누구나 인공지능 활용’···동대구벤처밸리에 2030년 ‘AI 창업허브’ 구축 - v.daum.net,https://tinyurl.com/278jvhwh
4,"Wed, 18 Feb 2026 04:45:00 GMT",김용범 “AI는 코딩 아닌 전기 전쟁...전력 확보가 관건” - 조선일보,https://tinyurl.com/2clv3fa7
5,"Wed, 18 Feb 2026 02:19:00 GMT","배경훈 부총리, 美 제네시스 미션 맞서 'K-문샷' 추진…""AI 가속"" - 지디넷코리아",https://tinyurl.com/2yldfxf2
6,"Tue, 17 Feb 2026 22:43:00 GMT","울산교육청, 직업계고 인공지능 교육 과정 강화 - KBS 뉴스",https://tinyurl.com/2csqf2gw
7,"Tue, 17 Feb 2026 22:15:30 GMT",'국가NPU센터 설립' 광주시 인공지능 전문가위원회 구성 - 뉴시스,https://tinyurl.com/22cdmlm7
8,"Tue, 17 Feb 2026 23:00:00 GMT",AI 보폭 넓히는 사법부…판사도 AI로 판례 찾고 기록 분석한다 - 연합뉴스,https://tinyurl.com/29sbbnyg
9,"Tue, 17 Feb 2026 23:00:00 GMT","법조계 곳곳 AI 활용 확대…""업무 시간 단축·인력난 해소"" - 뉴스1",https://tinyurl.com/263txmbs
10,"Wed, 18 Feb 2026 00:36:00 GMT",법원도 AI 도입 본격화… 앞으론 판결문 정리까지 - Chosunbiz,https://tinyurl.com/2484s5hy
