번호,발행시간,뉴스제목,단축링크
1,"Fri, 12 Jun 2026 02:11:47 GMT","오케스트로 AGI, 경기도 AI 데이터 허브 구축한다 - v.daum.net",https://tinyurl.com/24dzzmck
2,"Fri, 12 Jun 2026 02:15:00 GMT",서울월드컵경기장에 AI 인파 관리 적용…밀집도 실시간 감지 - 뉴시스,https://tinyurl.com/2cnul5zu
3,"Fri, 12 Jun 2026 01:53:32 GMT","계룡시, 디지털·인공지능 무료 교육 학습자 120명 모집 - 뉴스1",https://tinyurl.com/23j457zj
4,"Thu, 11 Jun 2026 16:47:01 GMT","""삼성, 구글 차세대 AI칩 일부 생산 맡는다…2나노 수주 유력"" - 연합뉴스",https://tinyurl.com/2xsvj8to
5,"Thu, 11 Jun 2026 23:00:00 GMT","아주엔지니어링, AI 기술 접목한 지능형 재난안전 플랫폼 ‘Ahplus’으로 국민안전 책임진다 - 전기신문",https://tinyurl.com/296alp3y
6,"Fri, 12 Jun 2026 00:07:51 GMT",인공지능(AI)과 데이터허브로지속가능한 스마트 도시를 만든다. - 서울Pn,https://tinyurl.com/2yncwnnp
7,"Fri, 12 Jun 2026 01:17:58 GMT","노타, 과기부 장관상 수상…대한민국 인공지능산업대상 - 마켓인",https://tinyurl.com/25y4kgwt
8,"Thu, 11 Jun 2026 15:06:00 GMT","김용범 ""반도체·전력·제조 갖춘 한국, 인공지능 거점 가능"" - YTN",https://tinyurl.com/2665439a
9,"Fri, 12 Jun 2026 01:20:00 GMT",예비창업자도 최대 5000만원···대구시 AI 창업 지원 - 경향신문,https://tinyurl.com/22vz3cva
10,"Fri, 12 Jun 2026 01:59:14 GMT","KODIA, 공간정보산업협동조합과 MOU…“AI·데이터 산업 발전” - 전자신문",https://tinyurl.com/28pjvhmh
