번호,발행시간,뉴스제목,단축링크
1,"Fri, 14 Aug 2026 03:16:08 GMT","정부, 이달 AI윤리원칙 공개…'막는 윤리' 아닌 '잘 쓰는 기준' 만든다(종합) - 뉴시스",https://tinyurl.com/22ncrhbf
2,"Fri, 14 Aug 2026 04:42:03 GMT","정부, ‘인공지능 윤리원칙’ 초안 발표…“규제 아닌 개발·활용 돕는 헬퍼” - v.daum.net",https://tinyurl.com/28hemm2m
3,"Fri, 14 Aug 2026 07:15:04 GMT","정부, 'AI 윤리원칙' 초안 공개…업계 ""권리 보호·기업 지침 보강해야"" - 지디넷코리아",https://tinyurl.com/2a6agzno
4,"Thu, 13 Aug 2026 10:33:00 GMT",‘서바이벌전’ 국가대표 AI 2차 발표 임박…4팀 중 3팀만 생존 - 한겨레,https://tinyurl.com/25cohpea
5,"Fri, 14 Aug 2026 22:02:10 GMT",스스로 감옥 부수고 나온 AI…진짜 공포가 시작됐다? - v.daum.net,https://tinyurl.com/2aqtzdbx
6,"Fri, 14 Aug 2026 23:00:09 GMT","농진청, 'AI 활용 창업경진대회' 수상작 18점 선정 - 연합뉴스",https://tinyurl.com/24wrn8jq
7,"Fri, 14 Aug 2026 23:08:32 GMT","""올라프가 눈앞에""…디즈니의 마법 뒤엔 AI·로봇 기술 있었다 - 조선일보",https://tinyurl.com/2da6poq3
8,"Fri, 14 Aug 2026 02:06:44 GMT","소상공인 지원 서비스에 인공지능 입힌다…소진공, 지능정보화위원회 출범 - 머니투데이 - 머니투데이",https://tinyurl.com/29zoeo3f
9,"Fri, 14 Aug 2026 22:11:02 GMT","""국립대병원 AI전환, 환자 맞춤 건강관리 미흡…병원간 격차 커"" - 매일경제 마켓",https://tinyurl.com/23omjjc8
10,"Fri, 14 Aug 2026 21:00:00 GMT",[기고] AI는 정말 ‘느끼기’ 시작했을까…센티언트 AI가 던지는 위험하고도 중요한 질문 - 주간경향,https://tinyurl.com/2ad5s5ug
