번호,발행시간,뉴스제목,단축링크
1,"Fri, 01 May 2026 16:05:04 GMT","‘AI야 여행계획 짜줘’ 한마디, 317번 클릭 없앴다 - 조선일보",https://tinyurl.com/2cjwtnn9
2,"Wed, 29 Apr 2026 12:17:34 GMT","""K-하드웨어 없인 AI 완성 없다""...美 AI 빅샷 韓 집결 - 포쓰저널",https://tinyurl.com/23syfctr
3,"Sun, 03 May 2026 00:58:38 GMT","""너는 OO 전문가야""...AI 페르소나 프롬프팅, 효과 있을까? - 지디넷코리아",https://tinyurl.com/2265lg8p
4,"Sun, 03 May 2026 01:23:09 GMT",춘천 AI 시티 파트너는 엔씨(NC)⋯강원권 선정 노린다 - v.daum.net,https://tinyurl.com/28rlu2rx
5,"Sun, 03 May 2026 01:13:36 GMT","전남창조경제혁신센터, '전남형 AI·AX 생태계 조성 제1차 AX위원회' 개최 - 전자신문",https://tinyurl.com/28x7gkww
6,"Sat, 02 May 2026 21:04:00 GMT",실리콘밸리 떠난 중국인들…“AI 미국 승리 장담 못한다” - KBS 뉴스,https://tinyurl.com/2baw4e93
7,"Sat, 02 May 2026 01:00:00 GMT","AI CPU가 삼킨 D램, 메모리 ‘숏티지’ 1년 더 간다 - 서울경제",https://tinyurl.com/248p5kab
8,"Sat, 02 May 2026 04:00:00 GMT",'AI 제왕' 엔비디아도 찜했다…'꿈의 기술' 시대 빨리 오나[AI 다음 양자①] - 뉴시스,https://tinyurl.com/22jtbnm9
9,"Sun, 03 May 2026 00:46:49 GMT","모기, 인공지능으로 잡는다…충남도, AI 기반 감시시스템 본격 가동 - 아시아투데이",https://tinyurl.com/2cj483gl
10,"Sat, 02 May 2026 00:21:09 GMT","美국방부, 앤트로픽 뺀 주요 AI 업체들과 기밀업무 협약(종합) - v.daum.net",https://tinyurl.com/28dv6sdg
