번호,발행시간,뉴스제목,단축링크
1,"Thu, 10 Sep 2026 00:05:00 GMT","앤트로픽 연구원, AI 경고하며 퇴사…""10년내 인류 멸망할 수도"" - v.daum.net",https://tinyurl.com/2yfhvzeb
2,"Fri, 11 Sep 2026 00:48:00 GMT","""AI 인류멸망"" 경고 두고 왈가왈부…""규제해야""·""괜한 공포"" - 연합뉴스TV",https://tinyurl.com/234dpf2d
3,"Thu, 10 Sep 2026 11:17:16 GMT","""인류 멸종될 수도""‥집단행동까지 하며 폭주하는 AI 충격 - MBC 뉴스",https://tinyurl.com/29puyykl
4,"Fri, 11 Sep 2026 01:01:00 GMT","오픈AI, ‘아스트라’ 수요 폭증에 월 200달러 프로 신규 가입 중단 - 조선일보",https://tinyurl.com/2d3llrtp
5,"Fri, 11 Sep 2026 00:20:40 GMT","아스트라 수요 감당 못한 오픈AI, 월 30만원 '프로' 신규 구독 중단 - 뉴시스",https://tinyurl.com/24czt49v
6,"Fri, 11 Sep 2026 01:35:49 GMT","오픈AI, ‘아스트라’ 수요 폭증에 월 200달러 요금제 신규가입 중단 - v.daum.net",https://tinyurl.com/26yenxvx
7,"Thu, 10 Sep 2026 21:00:00 GMT","네이버-LG, 18일 보안 특화 AI 개발 착수…“세계 1위 도전” - 전자신문",https://tinyurl.com/26wd3h22
8,"Thu, 10 Sep 2026 21:01:01 GMT","2000억 투입한 네이버, '보파모'로 사업보국 실현…""AI 보안 주권 지킬 것"" - 지디넷코리아",https://tinyurl.com/24je7ogn
9,"Thu, 10 Sep 2026 21:00:00 GMT",GPU 4512장·데이터 830TB… ‘700B 국산 보안 AI’ 관건은 데이터 다양성 [K-미토스①] - IT조선,https://tinyurl.com/2dcwm3z7
10,"Fri, 11 Sep 2026 00:00:55 GMT","“다음 돈 몰릴 곳, 여기인가”…젠슨 황이 콕 집은 ‘AI 다음 주요시장’ 어디? - 매일경제",https://tinyurl.com/2ywjk4eh
