번호,발행시간,뉴스제목,단축링크
1,"Thu, 23 Apr 2026 15:50:00 GMT",AI와 나눈 대화가 증거로… 3700억원 소송 희비 갈랐다 - 조선일보,https://tinyurl.com/22npqnoo
2,"Thu, 23 Apr 2026 11:59:21 GMT","[단독] 스탠퍼드가 처음 선정한 '주목할 AI' 5개…""LG·네이버만 있었다"" - 지디넷코리아",https://tinyurl.com/29ybumbv
3,"Fri, 24 Apr 2026 00:00:02 GMT","""AI 못 읽는 hwp 줄인다""…정부, 개방형 hwpx로 전환 - 연합뉴스",https://tinyurl.com/2db5e3gl
4,"Fri, 24 Apr 2026 00:37:01 GMT",기업도 AI도 못읽는 ‘공문서 hwp’…5월부터 첨부 제한한다 - 매일경제,https://tinyurl.com/23pl7v2q
5,"Fri, 24 Apr 2026 00:01:07 GMT","AI가 학습하기 어려운 'hwp' 파일, 공공부문 첨부 제한 확대 - v.daum.net",https://tinyurl.com/24p7djql
6,"Fri, 24 Apr 2026 00:40:41 GMT","원주시, AI 특화 시범도시 도전…민간 컨소시엄과 'K-AI 시티' 구축 - 전자신문",https://tinyurl.com/2brecdpd
7,"Fri, 24 Apr 2026 00:50:42 GMT","원주시, AI 특화시범도시 공모 준비 본격화…민간 컨소시엄 구성 - 연합뉴스",https://tinyurl.com/2aq4kbok
8,"Thu, 23 Apr 2026 22:29:46 GMT","원주 ‘AI 특화도시’ 야심, 쟁쟁한 기업들과 컨소시엄 - 헤럴드경제",https://tinyurl.com/26kvj3lf
9,"Fri, 24 Apr 2026 01:01:50 GMT","퀀텀 컴퓨팅, 차세대 광자 리저버 컴퓨팅 플랫폼 ‘뉴라웨이브’...""엣지 인공지능 판도 바꾼다!"" - 인공지능신문",https://tinyurl.com/29hwgmh2
10,"Thu, 23 Apr 2026 12:03:10 GMT",직원 40명이 1년 만에 4천억 벌었다 [AI 딥다이브] - v.daum.net,https://tinyurl.com/24vqpsp8
