번호,발행시간,뉴스제목,단축링크
1,"Fri, 05 Jun 2026 15:44:00 GMT","앤스로픽 ""AI, 스스로 진화 단계 임박… 전세계 차원에서 개발 속도 조절해야"" - 조선일보",https://tinyurl.com/2472q5kj
2,"Fri, 05 Jun 2026 00:55:50 GMT","앤트로픽 ""AI 모델, '스스로 진화'로 향하고 있다"" - 연합뉴스",https://tinyurl.com/2bnxf6ws
3,"Fri, 05 Jun 2026 22:27:00 GMT",AI가 AI를 낳는다…LLM 넘어 '재귀적 자기 개선'으로 [테크토크] - 아시아경제,https://tinyurl.com/2cv5zt7d
4,"Fri, 05 Jun 2026 12:47:36 GMT","엔비디아, AI 기술센터 설립…장소 ""서울 유력"" - 지디넷코리아",https://tinyurl.com/23suwylw
5,"Fri, 05 Jun 2026 09:15:25 GMT","엔비디아, 한국 AI기술센터 설립 착수…피지컬AI 채용 공고 - 연합뉴스",https://tinyurl.com/26c86d42
6,"Fri, 05 Jun 2026 12:39:08 GMT","젠슨황 ""한국에 엔비디아 4개 사업 선물…서울에 AI센터""(종합) - v.daum.net",https://tinyurl.com/2av4usko
7,"Sat, 06 Jun 2026 01:24:00 GMT","美 기독교인 3명 중 1명 ""AI 조언 목회자만큼 신뢰"" - v.daum.net",https://tinyurl.com/2ckxop8q
8,"Sat, 06 Jun 2026 01:18:00 GMT",AI 확산에 노동시장 재편 가속…“직업보다 직무 변화 대응해야” - 브릿지경제,https://tinyurl.com/26pvtkhj
9,"Fri, 05 Jun 2026 12:35:00 GMT",사고 나기 전에 막는다…인공지능이 ‘위험 경고’ - KBS 뉴스,https://tinyurl.com/292dpbpu
10,"Fri, 05 Jun 2026 08:01:55 GMT",강기정 시장 중국 방문…판다 유치·인공지능 활성화 협력 모색 - 뉴시스,https://tinyurl.com/27r8lmzc
