번호,발행시간,뉴스제목,단축링크
1,"Tue, 17 Feb 2026 18:01:01 GMT","""AI가 투자전략도 세워""…앤트로픽, 클로드 새 모델 공개 - 지디넷코리아",https://tinyurl.com/28vf9fe7
2,"Thu, 19 Feb 2026 15:34:00 GMT","아마존, 직원들에게 앤스로픽 코딩 AI 사용 금지령 - 조선일보",https://tinyurl.com/26f523w4
3,"Fri, 20 Feb 2026 02:28:33 GMT","3만 명 해고한 아마존, 직원 AI 사용 현황 추적해 인사평가 반영 - v.daum.net",https://tinyurl.com/28hoj8xn
4,"Thu, 19 Feb 2026 20:42:50 GMT","아마존닷컴, 연매출 일위 달성에도 인공지능 투자 우려에…주가 약보합 - 마켓인",https://tinyurl.com/27ger5wu
5,"Fri, 20 Feb 2026 04:00:00 GMT","배경훈 부총리, 미국·싱가포르 등과 'AI 협력' 논의 - 뉴스1",https://tinyurl.com/27ljjcto
6,"Fri, 20 Feb 2026 04:00:00 GMT","배경훈, 인도에서 GPAI 각료회의 주재…“AI 가능성 넘어 책임 있는 성과로” - 이투데이",https://tinyurl.com/2apfszw3
7,"Fri, 20 Feb 2026 04:10:35 GMT","배경훈 부총리, 인공지능에 관한 국제 동반관계 (글로벌 파트너십) 각료이사회 회의 주재 - 서울Pn",https://tinyurl.com/2bju9xq4
8,"Fri, 20 Feb 2026 02:49:00 GMT",샘 올트먼 “AI 규제·안전장치 시급…IAEA 본뜬 국제기구 필요” - 한겨레,https://tinyurl.com/266j43fe
9,"Fri, 20 Feb 2026 00:00:00 GMT",인공지능혁신대학원 신설...2030년까지 22곳 추진 - YTN 사이언스,https://tinyurl.com/2yo3zezl
10,"Thu, 19 Feb 2026 22:06:08 GMT",인공지능(AI)·디지털 교육을 원하는 성인 누구나 언제 어디서든 배울 수 있도록 지원 - 서울Pn,https://tinyurl.com/28qah8hd
