번호,발행시간,뉴스제목,단축링크
1,"Sat, 06 Jun 2026 05:37:01 GMT","젠슨 황 ""로보틱스, 韓 다음 핵심 산업""…삼성·LG 피지컬AI 속도 - 뉴시스",https://tinyurl.com/23hcg32u
2,"Sun, 07 Jun 2026 00:30:01 GMT",[AI위클리] 젠슨 황 방한에 커지는 AI 동맹…보안 AI 경쟁도 격화 - 연합뉴스,https://tinyurl.com/2xo3p4o3
3,"Sun, 07 Jun 2026 01:33:38 GMT",피지컬 AI 집중하는 젠슨 황…SK·LG·네이버 협력안 기대감 - v.daum.net,https://tinyurl.com/29yfrkud
4,"Sat, 06 Jun 2026 08:50:31 GMT",“AI 하자더니 보고서만 쓰다 나왔어요”…AI 인재들이 대기업 떠나는 이유 [MTR] - 매일경제,https://tinyurl.com/2477la5t
5,"Sat, 06 Jun 2026 21:00:03 GMT","[소셜＋] ""여보, 얼마 주고 샀어?""…AI가 불러온 '결혼생활 위기' - 연합뉴스",https://tinyurl.com/248dymcn
6,"Fri, 05 Jun 2026 20:00:00 GMT",“AI가 로스쿨 교수 답보다 낫다” - 법률신문,https://tinyurl.com/27k37nz5
7,"Sat, 06 Jun 2026 13:14:22 GMT","BPA, 부산항 해양 인공지능 벨트 조성 - v.daum.net",https://tinyurl.com/225srw8d
8,"Fri, 05 Jun 2026 22:47:26 GMT",“AI가 알아서 다 해줬어요”…‘바이브 코딩’의 두 얼굴 - KBS 뉴스,https://tinyurl.com/2b42bovw
9,"Sun, 07 Jun 2026 02:21:00 GMT","국토장관, 中 수소 현장 방문…새만금 수소·인공지능(AI) 거점 구상 - 조선비즈 - Chosunbiz",https://tinyurl.com/22qn98pm
10,"Sat, 06 Jun 2026 21:00:00 GMT",범용에서 산업으로… '중국판 CES'가 보여준 중국 AI의 방향 전환 - 머니투데이 - 머니투데이,https://tinyurl.com/2yw8sqvl
