번호,발행시간,뉴스제목,단축링크
1,"Tue, 01 Sep 2026 04:00:52 GMT","‘피지컬AI’ 예산 3배로 증액…과기정통부, 전 부처 CTO 역할 - 지디넷코리아",https://tinyurl.com/25fzc76c
2,"Wed, 02 Sep 2026 01:09:49 GMT","행안부, AI 행정·재난안전 예산 939억원 편성...AI민주정부 구현 핵심 투자 - v.daum.net",https://tinyurl.com/28sst3ud
3,"Tue, 01 Sep 2026 02:54:00 GMT","[2027년 예산안] R&D 역대 최대 39.5조원…AI예산 69%↑, 풀뿌리 기본연구 2배 - DongA Science",https://tinyurl.com/23yrxw66
4,"Tue, 01 Sep 2026 05:27:11 GMT","""나도 의식 있을까?"" 과학자에게 이메일 보낸 AI - 조선일보",https://tinyurl.com/2dyyucxz
5,"Wed, 02 Sep 2026 01:41:00 GMT",쌍계사·화개장터에 AI 입힌다…인파·주차 혼잡부터 다국어 안내까지 - v.daum.net,https://tinyurl.com/2avfd7vw
6,"Wed, 02 Sep 2026 01:35:53 GMT","[임기범의 AI 혁신 스토리] AI 교육, 쓰기보다 검증부터 배워야 - 매일경제 마켓",https://tinyurl.com/2bptqmqx
7,"Wed, 02 Sep 2026 01:26:00 GMT","DGIST, 실무경력 10년 내외 현직자 대상 AI 전문교육...‘AI마이크로디그리’ 1기 출범 - 인공지능신문",https://tinyurl.com/27dsdrg3
8,"Wed, 02 Sep 2026 01:05:52 GMT",보건의료 정보 활용한 인공지능 모델 개발 경진대회 개최(9.2.수) - 서울Pn,https://tinyurl.com/292o7o45
9,"Tue, 01 Sep 2026 06:05:37 GMT","인공지능 사이버 위협, 실전 모의훈련으로 대응한다 - 보안뉴스",https://tinyurl.com/2bjyf2j8
10,"Wed, 02 Sep 2026 00:55:12 GMT",[AI픽] AI로 R&D 중복사업 찾았다…과기정통부 공무원 4명 포상 - yna.co.kr,https://tinyurl.com/2d7u8w7a
