번호,발행시간,뉴스제목,단축링크
1,"Wed, 08 Apr 2026 23:18:00 GMT",‘AI 안 쓰기’ 일주일…“자료 찾다 감정 흔들려” “친구에 고민 털어놔” - 한겨레,https://tinyurl.com/28sb5cf4
2,"Wed, 08 Apr 2026 18:46:19 GMT","메타, 초지능팀 첫 AI모델 발표…오픈AI·구글 경쟁작에 필적 - 연합뉴스",https://tinyurl.com/23yhg4bv
3,"Fri, 10 Apr 2026 00:42:27 GMT","SKT-Arm-리벨리온, 차세대 AI 인프라 혁신 위해 전략적 파트너십...CPU·NPU 결합 AI 추론 서버 공동 개발 - 인공지능신문",https://tinyurl.com/23ktawlx
4,"Fri, 10 Apr 2026 01:11:11 GMT","리벨리온, Arm·SKT와 협력...추론 인프라 시장 겨냥 - 지디넷코리아",https://tinyurl.com/23v5sdel
5,"Fri, 10 Apr 2026 00:08:27 GMT",[AI픽] SKT·Arm·리벨리온 AIDC 협력…추론 최적화 인프라 구축 - 연합뉴스,https://tinyurl.com/283btlhq
6,"Fri, 10 Apr 2026 01:04:25 GMT",200억 벌었는데 2000억 쓴다…아마존이 쏘아 올린 ‘AI 수익성 역설’ - v.daum.net,https://tinyurl.com/24btzks5
7,"Thu, 09 Apr 2026 21:52:00 GMT","아마존, 올해 AI·로보틱스·농촌 인프라에 2000억달러 투자 - 네이트",https://tinyurl.com/2ysjb9d2
8,"Thu, 09 Apr 2026 19:21:00 GMT","인공지능 돈 된다...""아마존 클라우드 AI 연환산 매출 150억 달러 돌파"" - SBS Biz",https://tinyurl.com/2dgnyzsg
9,"Fri, 10 Apr 2026 00:16:37 GMT","""앤트로픽, 자체 AI 칩 개발 검토중…아직 초기단계"" - 연합뉴스",https://tinyurl.com/2aqhfk6l
10,"Fri, 10 Apr 2026 00:47:01 GMT","앤스로픽, 자체 AI 칩 개발 검토…수요 확대 대응 - 마켓인",https://tinyurl.com/2d9rmvlo
