번호,발행시간,뉴스제목,단축링크
1,"Sat, 11 Jul 2026 20:36:39 GMT","이세돌 ""직업이 문제 아니다, AI로 직장 잃을 사람의 공통점은.."" - 조선일보",https://tinyurl.com/23a635tj
2,"Fri, 10 Jul 2026 08:20:24 GMT","글로벌 AI, 2강 3중체제로 바뀌나 - 한국경제",https://tinyurl.com/24guvuhb
3,"Sun, 12 Jul 2026 01:15:56 GMT","다카이치 ""日, AI 로보틱스 글로벌 거점으로…AI 전환 박차"" - v.daum.net",https://tinyurl.com/2ccewsmj
4,"Sun, 12 Jul 2026 00:21:15 GMT",공공 발주 돕는 AI·SW 포털 '코나비' 첫선…국산 솔루션 한눈에 - 지디넷코리아,https://tinyurl.com/24tharaa
5,"Sun, 12 Jul 2026 00:30:00 GMT",[AI위클리] 교통단속부터 스마트워치까지…일상 파고든 AI - 매일경제 마켓,https://tinyurl.com/2bzxjdsz
6,"Sat, 11 Jul 2026 21:02:00 GMT",“AI가 남성만 뽑는 이유?”…블랙박스 속에 숨은 편향 - KBS 뉴스,https://tinyurl.com/24fqkjtq
7,"Fri, 10 Jul 2026 05:26:00 GMT",패션도 AI 시대…대구 기업 15곳 디지털 전환 돕는다 - 연합뉴스,https://tinyurl.com/264meghs
8,"Fri, 10 Jul 2026 20:10:00 GMT",이제는 바닷물을 끓일 때 - 법률신문,https://tinyurl.com/2dkbum74
9,"Sat, 11 Jul 2026 08:31:08 GMT","WYF, 착한 인공지능 글로벌 서밋 2026에서 글로벌 AI 인재 협약 출범 - 뉴시스",https://tinyurl.com/23lc752p
10,"Sat, 11 Jul 2026 19:33:00 GMT",AI시대 도서관은 살아남을까...전문가 3천 명 부산 집결 - YTN,https://tinyurl.com/2dkk3hu4
