번호,발행시간,뉴스제목,단축링크
1,"Sun, 08 Mar 2026 14:33:00 GMT","[강양구의 블랙박스] ‘AI 아첨’이 만드는 달콤한 환각, 40~50대가 가장 취약하다 - 조선일보",https://tinyurl.com/yst7shep
2,"Sun, 08 Mar 2026 22:32:59 GMT","인간 유일 '알파고 1승' 이세돌, 10년 만에 AI와 한 무대 - v.daum.net",https://tinyurl.com/yn26xcnz
3,"Sun, 08 Mar 2026 22:31:00 GMT","이세돌, 10년 만에 AI와 재회…‘미래의 바둑’ 설계한다 - 경기일보",https://tinyurl.com/ykwjg8lw
4,"Sun, 08 Mar 2026 02:50:00 GMT",이세돌 10년 만에 AI와 대국…“AI는 그냥 신입니다” [이런뉴스] - KBS 뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTE0tTEFJUFJ3bGQ1V3dsQVM0alRJbEh1T3R2NWlqQUY0Q18wR0ZJaEswZ1JIVXg3dGpZTm9UX2tDSFotdHlhVzdDQy11djA4bS1fbEhwTlVCdHQ2ZnM?oc=5
5,"Mon, 09 Mar 2026 01:03:32 GMT","질병청, AI 역량 향상...‘질병관리인공지능담당관’ 출범 - 지디넷코리아",https://tinyurl.com/ywzwk4rf
6,"Mon, 09 Mar 2026 00:16:33 GMT",질병청 질병관리인공지능담당관 출범…AI 혁신 추진한다 - 뉴시스,https://tinyurl.com/yvoz6nxe
7,"Mon, 09 Mar 2026 00:49:41 GMT","질병청, AI중장기전략 수립 위한 '질병관리AI담당관' 신설 - 연합뉴스",https://tinyurl.com/yr279dtt
8,"Mon, 09 Mar 2026 00:24:54 GMT","카카오, 학계 손잡고 AI 협력 프로그램 '카나나 스칼라' 출범 - 뉴시스",https://tinyurl.com/ykreoyp5
9,"Mon, 09 Mar 2026 00:30:02 GMT",새책)AI 시대의 삶과 신앙 - v.daum.net,https://tinyurl.com/ypr25omb
10,"Sun, 08 Mar 2026 21:00:00 GMT",AI 혁명 첫 피해자는?…고학력·고소득 화이트 칼러가 대체되고 있다 [팩플] - 중앙일보,https://tinyurl.com/ykkjcezd
