번호,발행시간,뉴스제목,단축링크
1,"Tue, 19 May 2026 15:49:00 GMT","조훈현 vs 이창호, AI와 복식조 대국 벌인다 - 조선일보",https://tinyurl.com/29l9mctd
2,"Tue, 19 May 2026 04:47:23 GMT","""제미나이4 나올까""…구글 I/O 2026 7가지 관전 포인트 - 지디넷코리아",https://tinyurl.com/2447wquc
3,"Tue, 19 May 2026 22:39:31 GMT","구글, AI 모델 '제미나이 3.5 플래시' 공개…에이전트 대중화 시대 연다 - 뉴시스",https://tinyurl.com/2ddo9so4
4,"Wed, 20 May 2026 02:01:00 GMT","구글, 4배 빠른 ‘제미나이 3.5 플래시’ 출시···전방위 AI 전환 - 경향신문",https://tinyurl.com/25r2twlv
5,"Wed, 20 May 2026 01:17:51 GMT","정부, 전력망 운영 최적화 위한 ‘한국형 에너지 AI 모델’ 개발 - 전기신문",https://tinyurl.com/2cysfbqm
6,"Wed, 20 May 2026 00:02:01 GMT",인공지능 혁신으로 에너지 대전환과 국가 전기화 뒷받침 - 서울Pn,https://tinyurl.com/277cpsqa
7,"Tue, 19 May 2026 23:50:50 GMT","전력망도 AI로 운영한다…기후부, 에너지 데이터 협력 확대 - v.daum.net",https://tinyurl.com/28yr6akb
8,"Wed, 20 May 2026 01:55:00 GMT",국내 최대 규모 인공지능-클라우드 컨퍼런스 ‘AWS 서밋 서울’에 KBS 부스 전시 - KBS 뉴스,https://tinyurl.com/26cvcdw9
9,"Wed, 20 May 2026 01:48:20 GMT","""세레브라스·AMD·구글 추격""…엔비디아 1분기 실적 관심 - 지디넷코리아",https://tinyurl.com/2yrykvfk
10,"Tue, 19 May 2026 17:46:00 GMT",베일 벗은 삼성전자·구글 ‘AI 글라스’···길 안내·음식주문·번역도 척척 - 경향신문,https://tinyurl.com/26f8lvek
