번호,발행시간,뉴스제목,단축링크
1,"Tue, 18 Aug 2026 02:39:34 GMT",LG·SKT·업스테이지 독파모 3파전…한국 AI 글로벌 3위(종합) - 연합뉴스,https://tinyurl.com/2dj44j2e
2,"Tue, 18 Aug 2026 04:49:16 GMT",[독파모 2차 발표] 예정대로 2곳 선정…AI 개발 지원책은 재검토 - 지디넷코리아,https://tinyurl.com/247faxsb
3,"Tue, 18 Aug 2026 23:41:59 GMT","라온시큐어, '독자AI' 업스테이지 컨소시엄 합류…보안 책임진다 - 뉴시스",https://tinyurl.com/28clb8vg
4,"Tue, 18 Aug 2026 05:13:00 GMT","AI로 번 돈, 국민에게… 대만, 2400만명에 44만원씩 ‘AI 배당’ - 조선비즈 - Chosunbiz",https://tinyurl.com/2d7esfl9
5,"Tue, 18 Aug 2026 23:56:42 GMT","세무법인 센트릭, 세무 전문가용 인공지능 플랫폼 ‘CENTRIC TAX AI’ 런칭 세미나 개최 - v.daum.net",https://tinyurl.com/2bncw27k
6,"Wed, 19 Aug 2026 00:26:26 GMT","ETRI, 부산시와 AI로 도시 침수예측 실증...4개 출연연, AI 기반 도시 극한호우 대응 플랫폼 기술개발 - 인공지능신문",https://tinyurl.com/2dc8pvsm
7,"Tue, 18 Aug 2026 22:44:00 GMT",“AI와 사랑에 빠졌어요”…청소년 파고드는 ‘Ai과의존’ - KBS 뉴스,https://tinyurl.com/2b9m8rr3
8,"Tue, 18 Aug 2026 21:00:08 GMT",정의선 회장도 예외 없었다…직장인들 '벼락치기' 나선 이유 - 한국경제,https://tinyurl.com/26ayr4tu
9,"Tue, 18 Aug 2026 08:44:03 GMT",AI 습격사건 … 청년일자리 하루에 200개씩 증발 - 매일경제,https://tinyurl.com/28qcygcx
10,"Tue, 18 Aug 2026 08:55:25 GMT","한국은행, 인공지능 고노출 업종서 청년 일자리 줄고 50대 일자리는 증가 - MBC 뉴스",https://tinyurl.com/25fkdn2t
