번호,발행시간,뉴스제목,단축링크
1,"Mon, 18 May 2026 19:55:59 GMT","델, 오픈AI·구글·팔란티어 품는다…엔비디아와 'AI 팩토리' 총공세 - 지디넷코리아",https://tinyurl.com/2dyql7zt
2,"Mon, 18 May 2026 12:36:00 GMT",“신입 대신 50~60대”…AI 일자리 변동 ‘시작’ - KBS 뉴스,https://tinyurl.com/29aba6t8
3,"Tue, 19 May 2026 01:42:49 GMT","한전기술, ‘대한민국 AI 혁신대상’ 2년 연속 그랑프리… 원자력 AI 독보적 위상 입증 - v.daum.net",https://tinyurl.com/23g9f25y
4,"Tue, 19 May 2026 02:05:22 GMT",인공지능(AI) 화재탐지 기술로 여객선 화재 대응 역량 높인다 - 서울Pn,https://tinyurl.com/2apbpgaz
5,"Tue, 19 May 2026 01:26:26 GMT","HSAD 디렉터, AI 제작 영화 '메신저'로 글로벌 영화제 5관왕 - 전자신문",https://tinyurl.com/2ce7jcvk
6,"Sun, 17 May 2026 20:10:00 GMT",단독 AI 쓴 서면으로 '나 홀로 소송'...변호사 상대 승소 - YTN,https://tinyurl.com/299zmlbp
7,"Mon, 18 May 2026 23:00:00 GMT","""AI 시대, 인간의 가치를 묻다""…인공지능과의 공존 가이드 - 뉴스1",https://tinyurl.com/28mp8c8w
8,"Mon, 18 May 2026 22:27:56 GMT","앤트로픽, '미토스' AI 사이버 위협 정보 외부 공유 허용 - 전자신문",https://tinyurl.com/2abl28uy
9,"Tue, 19 May 2026 01:42:00 GMT","“AI가 만든 스팸성 버그 ‘신고 홍수’ 지쳐”... 리누스 토발즈, 리눅스 보안 커뮤니티 마비 경고 - 보안뉴스",https://tinyurl.com/29xypq2k
10,"Tue, 19 May 2026 01:00:09 GMT","이글루코퍼레이션, 자율형 SOC 구현 위한 AI·SOAR 핵심 특허 2건 확보 - 인공지능신문",https://tinyurl.com/24rsohwf
