번호,발행시간,뉴스제목,단축링크
1,"Tue, 28 Apr 2026 06:52:32 GMT","앱 없이 AI 에이전트가 척척... 오픈AI, 천지개벽 스마트폰? - 조선일보",https://tinyurl.com/27dozflh
2,"Tue, 28 Apr 2026 01:23:20 GMT","구글 딥마인드와 과학기술정보통신부, 국가 AI 파트너십 발표 - blog.google",https://tinyurl.com/29mqy6pq
3,"Mon, 27 Apr 2026 08:40:56 GMT","전 세계 첫 구글 AI 캠퍼스, 한국에 문 연다…딥마인드와 'K-문샷' 추진 - 지디넷코리아",https://tinyurl.com/25gqgbct
4,"Tue, 28 Apr 2026 20:42:13 GMT",“우리 애들은 AI 초능력자 될 것” 하사비스 KBS 독점 인터뷰 풀영상 - KBS 뉴스,https://tinyurl.com/25ofbztd
5,"Wed, 29 Apr 2026 01:15:00 GMT",유료 인공지능 모델이 공짜?…영남대생이라면 ‘AI@YU’ 무료 제공 - v.daum.net,https://tinyurl.com/2d7dxk8m
6,"Wed, 29 Apr 2026 01:29:00 GMT","인피닉, 산업·공공 안전 관제 혁신 제시... 영상 요약·AI 모델 자동 전환 솔루션 공개 - 보안뉴스",https://tinyurl.com/29fumjjy
7,"Wed, 29 Apr 2026 01:33:26 GMT","씨이랩, 'AI EXPO KOREA 2026' 참가…신제품 2종 앞세워 기업 AI 전환 통합 해법 공개 - 인공지능신문",https://tinyurl.com/2yfs4h6c
8,"Wed, 29 Apr 2026 00:47:00 GMT","[테크스냅] 네이버클라우드, 'K-AI 파트너십' 공동의장 선임 - v.daum.net",https://tinyurl.com/2bsqo4e8
9,"Tue, 28 Apr 2026 23:18:48 GMT","네이버클라우드 김유원 대표, 국가 AI 민관 협력체 'K-AI 파트너십' 공동의장 맡아... AI 생태계 확장 이끈다 - 인공지능신문",https://tinyurl.com/25rthcg9
10,"Tue, 28 Apr 2026 07:00:00 GMT","대한민국 인공지능 국가대표팀, '한국형 인공지능 동반관계(K-AI Partnership)' 출범 - 대한민국 정책브리핑",https://tinyurl.com/27opwehs
