번호,발행시간,뉴스제목,단축링크
1,"Thu, 14 May 2026 08:43:41 GMT","韓, AI를 기술로 보지만…日은 사람과 조직에 AI를 입힌다 - 매일경제",https://tinyurl.com/2daejn4x
2,"Sat, 16 May 2026 01:37:21 GMT",더 크게보다 더 가볍게…AI 인프라 경량화 시대 부상 - 지디넷코리아,https://tinyurl.com/28ohs7kb
3,"Sat, 16 May 2026 01:00:00 GMT",'AI 국민배당'론이 쏘아올린 공…AI·로봇세 논쟁 본격화되나[사이다IT] - 뉴시스,https://tinyurl.com/2286brvu
4,"Fri, 15 May 2026 22:50:00 GMT","넷플릭스, 인공지능으로 애니 만든다…생성형 AI 스튜디오 신설 - KBS 뉴스",https://tinyurl.com/24ogj6ex
5,"Sat, 16 May 2026 00:54:00 GMT","수백 명 몫을 AI가 뚝딱?…넷플릭스, 애니메이션 'AI 창작' 시작한다 - v.daum.net",https://tinyurl.com/24apswxg
6,"Fri, 15 May 2026 23:38:00 GMT","넷플릭스, 생성형 AI 스튜디오 신설…AI로 애니메이션 만든다 - 조선비즈 - Chosunbiz",https://tinyurl.com/2a4ro3on
7,"Fri, 15 May 2026 18:10:23 GMT",직원 한·두명+AI면 충분하다… 실리콘밸리의 이유 있는 ‘초소형 팀’ 바람 - 조선일보,https://tinyurl.com/267ofuzf
8,"Sat, 16 May 2026 01:30:01 GMT",[테크톡노트] AI 많이 쓸수록 돈 샌다…'토크노믹스' 비상 - 연합뉴스,https://tinyurl.com/2bjs6d6x
9,"Fri, 15 May 2026 09:06:25 GMT","“AI가 운영하는 초연결 도시”… 국가인공지능위, 'K-AI 시티' 로드맵 논의 - 전자신문",https://tinyurl.com/28tj4lv3
10,"Fri, 15 May 2026 14:34:00 GMT",45시간째 자지도 않고 일하는 AI로봇에…“일자리 소멸 중” - 동아일보,https://tinyurl.com/23n6r4d7
