번호,발행시간,뉴스제목,단축링크
1,"Mon, 13 Jul 2026 02:03:09 GMT",[테크M 이슈] '인공지능이 게임 플레이를 바꾼다'...서비스 경쟁력의 새로운 기준 된 'AI' - 테크M,https://tinyurl.com/26f9xc7q
2,"Sun, 12 Jul 2026 00:14:21 GMT","美, 프론티어 AI에 안보 고삐…""韓도 위험평가 체계 갖춰야"" - 지디넷코리아",https://tinyurl.com/24bs35pv
3,"Wed, 15 Jul 2026 01:05:49 GMT","파주출판도시, 인공지능 콘텐츠 도시로 확장…타당성 용역 착수 - 연합뉴스",https://tinyurl.com/2cnyzoch
4,"Wed, 15 Jul 2026 01:00:58 GMT","양종희 회장 ""KB금융을 AI 인재양성 산실로""…그룹 세미나 - v.daum.net",https://tinyurl.com/23z82qc6
5,"Wed, 15 Jul 2026 00:31:52 GMT","양종희 KB금융 회장 ""AI 시대, 데이터 활용 능력이 곧 경쟁력"" - 아시아경제",https://tinyurl.com/2xs2grnb
6,"Wed, 15 Jul 2026 01:02:44 GMT","KB금융, 실전형 AI 인재 육성 박차…‘KB AI 랩’ 출범 - 아시아투데이",https://tinyurl.com/2arad7hn
7,"Tue, 14 Jul 2026 17:00:00 GMT",자율 의료 인공지능이 온다[투데이 窓/최윤섭] - 머니투데이 - 머니투데이,https://tinyurl.com/25x8z2qg
8,"Tue, 14 Jul 2026 21:06:28 GMT",AI가 없던 언어를 지어냈다…다음은 ‘AI들만의 언어’? - 조선일보,https://tinyurl.com/26coqnks
9,"Tue, 14 Jul 2026 10:39:00 GMT",인공지능 시대에 충효예 기획관?…충남 조직개편안 반발 잇따라 - KBS 뉴스,https://tinyurl.com/2y8q723s
10,"Wed, 15 Jul 2026 00:55:30 GMT","경북교육청, '사람 중심 AI 대전환' 기본 구상 밝혀 - 뉴시스",https://tinyurl.com/28ont3g4
