번호,발행시간,뉴스제목,단축링크
1,"Tue, 05 May 2026 11:10:06 GMT",[유미's 픽] AI가 들러리인가…하정우·임문영 두 축 선거판으로 - 지디넷코리아,https://tinyurl.com/29addb4n
2,"Tue, 05 May 2026 19:30:00 GMT",고려대-연세대 등 7곳 ‘AI 중심대학’ 선정 - 동아일보,https://tinyurl.com/2dnjmosz
3,"Tue, 05 May 2026 03:00:00 GMT",고대·연대 등 7개교 'AI 중심대학' 선정…8년간 240억 파격 지원 - 뉴시스,https://tinyurl.com/28fvwtam
4,"Wed, 06 May 2026 01:23:00 GMT","숭실대, ‘AI중심대학’ 선정…8년간 240억 원 지원 받아 - 브릿지경제",https://tinyurl.com/23gbz6dg
5,"Mon, 04 May 2026 07:00:00 GMT","""공장 자율제조 에이전트 AI, 상호 소통하며 지능적 분업 가능"" - 지디넷코리아",https://tinyurl.com/293zynuv
6,"Mon, 04 May 2026 01:54:00 GMT",명령 이해하고 AI로봇끼리 협업해 제조공정 수행…자율제조 성큼 - 연합뉴스,https://tinyurl.com/2893l93u
7,"Tue, 05 May 2026 23:56:49 GMT","전기연구원, 제조업 자율화 이끌 ‘알아듣고 행동하는 AI’ 개발 - 전기신문",https://tinyurl.com/2d8o2wy3
8,"Wed, 06 May 2026 00:57:00 GMT","김동환 포티투마루 대표, 사법부 인공지능위원 위촉 - 전자신문",https://tinyurl.com/2b64zrwh
9,"Tue, 05 May 2026 23:50:52 GMT","KAIST, ‘AI 기술설명회 2026’ 개최...AI EXPO KOREA 2026 현장서 최신 AI 성과 공개 - 인공지능신문",https://tinyurl.com/22yb2tw6
10,"Wed, 06 May 2026 00:54:51 GMT","""취약점 발견하면 하룻밤 새 공격""…AI가 앞당긴 해킹 속도 - 뉴시스",https://tinyurl.com/2alwmqw4
