번호,발행시간,뉴스제목,단축링크
1,"Tue, 15 Sep 2026 20:30:00 GMT","""AI 개발 늦추자"" 경고 아닌 호재?...월가 여전히 'AI 투자' 후끈, 왜 - 머니투데이 - 머니투데이",https://tinyurl.com/2aeyqbzr
2,"Tue, 15 Sep 2026 22:13:00 GMT",[단독] 정부 첫 ‘고영향 AI’ 판정은 ‘범죄 수사용 얼굴인식’ 기술 - 한겨레,https://tinyurl.com/2aj6zzfl
3,"Wed, 16 Sep 2026 01:50:00 GMT","韓 연구진, 길 찾고 도착 확인하는 AI 로봇 국제대회 휩쓸었다 - DongA Science",https://tinyurl.com/28uaolrj
4,"Wed, 16 Sep 2026 01:21:50 GMT","ETRI-KAIST 연합팀, 로봇 AI 기술 국제대회서 '세계 1위' - 머니투데이 - 머니투데이",https://tinyurl.com/2338th3c
5,"Wed, 16 Sep 2026 01:34:38 GMT",피지컬 AI가 이끄는 제조업 미래…포항서 로봇 활용 방향 찾는다 - v.daum.net,https://tinyurl.com/2yxmcdyq
6,"Wed, 16 Sep 2026 01:46:25 GMT","의료·헬스케어·교육 아우르는 뇌파 AI 기업 ㈜브레인유 [경기도 미래를 이끄는, 유망중소기업] - 경기일보",https://tinyurl.com/29byet83
7,"Mon, 14 Sep 2026 19:27:00 GMT","""AI속도조절 얘기하더니…앤트로픽, 예정대로 올해 상장 전망"" - v.daum.net",https://tinyurl.com/2aj93csq
8,"Wed, 16 Sep 2026 00:57:37 GMT","피지컬 AI 강국, 결국 '사람'에 달렸다 - 오피니언 | 뉴스 - 대한민국 정책브리핑",https://tinyurl.com/244zlj45
9,"Wed, 16 Sep 2026 01:00:09 GMT",[AI픽] 전북·경남서 피지컬AI 본격화…'K-제조공장' 수출한다 - 연합뉴스,https://tinyurl.com/2ceuo2af
10,"Wed, 16 Sep 2026 01:07:36 GMT","수원시, ‘정신건강 인공지능(AI) 대전환’ 선언 - 기호일보",https://tinyurl.com/24wx2xv6
