번호,발행시간,뉴스제목,단축링크
1,"Mon, 30 Mar 2026 08:48:41 GMT","7년차 공무원이 만든 AI 도구, 국회서 극찬… ""이것이 진짜 국가 AI 혁신"" - 지디넷코리아",https://tinyurl.com/28c95blh
2,"Mon, 30 Mar 2026 06:56:00 GMT",주객이 전도되는 AI와 인간 - chosun.com,https://tinyurl.com/22ct54n8
3,"Tue, 31 Mar 2026 00:36:53 GMT",전쟁을 움직이는 AI의 두 얼굴 - 대한민국 정책브리핑,https://tinyurl.com/237azjh9
4,"Tue, 31 Mar 2026 01:09:47 GMT","KAIST 한준 교수팀, 안테나 하나로 원거리 AI 모델 탈취 기술 ‘모델스파이’ 개발 ... 대응 기술도 제시 - 인공지능신문",https://tinyurl.com/24ffm8or
5,"Mon, 30 Mar 2026 23:26:04 GMT",“벽 너머서 소형안테나 하나로” 해킹없이 AI 설계 탈취…위협 커진다 - v.daum.net,https://tinyurl.com/22qjsc3p
6,"Mon, 30 Mar 2026 23:56:39 GMT","서버 안 뚫고 벽 너머서 AI 설계도 털었다…카이스트, '모델스파이' 개발 - 뉴스1",https://tinyurl.com/26vptk6u
7,"Tue, 31 Mar 2026 00:00:00 GMT","""AI는 아주 잘 드는 칼, 잘못 휘두르면 자멸""… 물리학자 사제의 경고 [문화人터뷰] - 뉴시스",https://tinyurl.com/25k6k4cg
8,"Mon, 30 Mar 2026 09:49:00 GMT","메타, ‘시력교정 AI 안경’ 공개…도수 안경 대체 생필품 - 한겨레",https://tinyurl.com/26elxj6h
9,"Mon, 30 Mar 2026 20:01:49 GMT",'조용한 침식'이 시작됐다…개발·서비스업 신입 16% 증발 [AI발 고용 충격] - v.daum.net,https://tinyurl.com/2cmdzvb8
10,"Tue, 31 Mar 2026 01:08:00 GMT","시흥시, 전 직원 대상 인공지능 교육 본격화…단계별 로드맵 마련 - 경기일보",https://tinyurl.com/2xrehym2
