번호,발행시간,뉴스제목,단축링크
1,"Mon, 04 May 2026 06:33:17 GMT","인공지능의 모든 것 한눈에, 제9회 국제인공지능대전(AI EXPO KOREA 2026) 개최...“AI 기술과 산업의 현재와 미래를 그리다” - 인공지능신문",https://tinyurl.com/2cfp9toy
2,"Sun, 03 May 2026 15:52:00 GMT",몸 얻은 AI가 연 ‘로봇 혁명’… 제조업의 내일을 보다 - 조선일보,https://news.google.com/rss/articles/CBMijgFBVV95cUxQaDlBQmNlSXdHLVd4SWNEbV9YVE8tSEc3Z2hFYTVxWHZaMVBUckJqVl9EX1liTWo0MUxsTWt6V1NCMzNUdnN1MUR3NDlEWk4zcS16V2pMTjVhUmlTakNJWE9LREhzNk9ia3dYWFRxdDNGS29PbGJ3RFNmWURKNnRYWHZoeVNPdWJDdVowQzFn?oc=5
3,"Sun, 03 May 2026 02:30:00 GMT","빅테크 AI 격전지, 휴머노이드로…메타, 'ARI' 인수 - 뉴시스",https://tinyurl.com/2yy6mwvm
4,"Mon, 04 May 2026 01:07:48 GMT","메타, 美 로봇 스타트업 ARI 인수…피지컬 AI 경쟁 점화 - 지디넷코리아",https://tinyurl.com/26xr4mss
5,"Mon, 04 May 2026 23:04:01 GMT",너도나도 AI로 앱 만들어볼까? 저질 앱 쏟아진 쓰레기장 됐다 - 조선일보,https://tinyurl.com/2cnc6g86
6,"Mon, 04 May 2026 23:40:00 GMT",‘130개 외국어로 통역’…민원실로 들어온 AI - KBS 뉴스,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9HakU0Wm45N1lmNl9EOUstdTdNdkJFZmV1QklGZFVuMXo0MXg0VTdvVlRsZXVORlktLTZ1aEUtdkNYSG5idDQtWjFEcHFaSkhTNHh3YjZ6elJpc1ptLXpLenFKOWx0dw?oc=5
7,"Tue, 05 May 2026 00:21:30 GMT","SAS ""AI시대, 사스포칼립스 극복 해법은 사람과 신뢰"" - 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE5lc3g3VlNKR284UGpIRnBkSmh5amxYLU1LTklhbm1KTUdRczRNejg4T3VkZFVnenVta19sVkxTZnRnbmhLbkNOVFBTNk0tdnNDSjZYQ21B?oc=5
8,"Mon, 04 May 2026 00:00:00 GMT","""초등학교 고학년 72%, 생성형 인공지능 사용 중"" - YTN 사이언스",https://tinyurl.com/22g759cw
9,"Tue, 05 May 2026 00:18:00 GMT",인공지능 비관론 vs 낙관론…내 일자리는 어디로 갈까 - 한겨레,https://news.google.com/rss/articles/CBMickFVX3lxTE0wemlSaEVzekVCTnRyMWJ0TjktdC1tRnNNOFhrS0tBclRfR2ZmOWVkR2ZrSjkzV21BU0tTZlJfVjFONHEweXNNMks0NUFvRV9FcnB3MHdoMlBYcndubGd5Z25saXlTaEwwdUtZSTdIUkxkZw?oc=5
10,"Mon, 04 May 2026 05:26:34 GMT","시흥시, 인공지능·사물인터넷 결합 '스마트 돌봄' 본격화…고독사 예방 선제 대응 - 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1kMlptTEU1dzdVSXMtTFctaE9uNmJpM1dxLVpCbjM5blJnT29zOWdQU1A4ZnpLMk5yMHJ0ZTNCVEprM0Z4X1JTcmxQQnBpZzUzdC10Q0FtQ3hRQ2M?oc=5
