번호,발행시간,뉴스제목,단축링크
1,"Sun, 19 Jul 2026 20:50:00 GMT",[단독]'데이터센터 철강' 올해분 다 팔려…AI·로봇 올라탄 철강·화학 - 머니투데이 - 머니투데이,https://tinyurl.com/233dnv9p
2,"Sun, 19 Jul 2026 11:49:00 GMT","딥시크 이어 ‘키미 K3’ 쇼크…중국 AI, 미국 턱밑까지 왔다 - 경향신문",https://tinyurl.com/22mxzl84
3,"Sun, 19 Jul 2026 21:00:00 GMT",美 AI 턱밑까지 온 中 '키미 K3'…AI 반도체 산업에 오히려 기회? - 뉴시스,https://tinyurl.com/23qjmkmr
4,"Mon, 20 Jul 2026 00:53:14 GMT","“中 AI 기업 문샷, 6개월내 홍콩 상장 추진” - v.daum.net",https://tinyurl.com/27gjbxqs
5,"Sun, 19 Jul 2026 23:10:00 GMT","경북도, 주민체감형 AI 전환 경진대회 개최 - 헤럴드경제",https://tinyurl.com/295f4ueu
6,"Mon, 20 Jul 2026 00:12:00 GMT","경북도, 인공지능 전환 경진대회…주민 불편 해소 아이디어 발굴 - v.daum.net",https://tinyurl.com/2blpc8ux
7,"Mon, 20 Jul 2026 00:15:46 GMT","""일상 불편 해소할 아이디어 없나요""…경북도, AI 정책 경진대회 - 뉴스1",https://tinyurl.com/27uay87c
8,"Mon, 20 Jul 2026 01:35:35 GMT","AI 윤리, 공항·한강공원에서 체험한다…디지털윤리주간 개막 - 연합뉴스",https://tinyurl.com/2b8ymygg
9,"Mon, 20 Jul 2026 01:09:23 GMT","""제주공항·한강공원서 '인공지능 윤리' 즐기세요"" - 서울Pn",https://tinyurl.com/2ctufv4z
10,"Mon, 20 Jul 2026 00:32:39 GMT","“인공지능 윤리 점검”… 뤼튼,사용자위 출범 - 문화일보",https://tinyurl.com/2adk8jmf
