번호,발행시간,뉴스제목,단축링크
1,"Thu, 10 Sep 2026 22:50:42 GMT","젠슨 황 ""다음 AI 거대 시장은 사이버 보안"" - 연합뉴스",https://tinyurl.com/2yx27zuh
2,"Fri, 11 Sep 2026 23:08:51 GMT","""AI가 인간 죽일 수도"" 경고에 젠슨 황 ""공포가 수요 만든다"" - v.daum.net",https://tinyurl.com/29aea23r
3,"Fri, 11 Sep 2026 21:08:01 GMT","젠슨 황도 찍은 'AI 다음 시장'...보안 특화 AI 개발, 18일 착수 - MTN 머니투데이방송",https://tinyurl.com/236thqpy
4,"Fri, 11 Sep 2026 10:04:00 GMT","[사설] ‘인류 멸망’ 경고까지 나온 ‘AI 위험’, 통제 방안 서둘러야 - 한겨레",https://tinyurl.com/26r42nlo
5,"Fri, 11 Sep 2026 08:51:19 GMT","AI 종말론, 어디까지 사실?…개발자들의 섬뜩한 경고 - edaily.co.kr",https://tinyurl.com/2apepbz4
6,"Sat, 12 Sep 2026 01:00:03 GMT","""10년 안에 인류 멸종 가능"" AI는 왜 제동없는 전차가 됐나[김인엽의 AI 프런티어] - 한국경제",https://tinyurl.com/2894zx3y
7,"Sat, 12 Sep 2026 01:54:01 GMT","미 캘리포니아, 아동 AI규제법 제정…위험 감지되면 부모 알려야 - v.daum.net",https://tinyurl.com/27sdrpmh
8,"Fri, 11 Sep 2026 21:04:00 GMT","이란 연계 단체, 앤트로픽 AI로 미국 군함 추적·공격 시도 - KBS 뉴스",https://tinyurl.com/22sqd2pb
9,"Fri, 11 Sep 2026 20:27:00 GMT","이란 연계 단체, 앤트로픽 AI로 美군함 추적·공격 시도 - v.daum.net",https://tinyurl.com/22ybwkva
10,"Sat, 12 Sep 2026 00:20:58 GMT","""AI가 해킹 지휘""…앤트로픽, 사이버공격 악용 사례 공개[글로벌AI브리핑] - 파이낸셜뉴스",https://tinyurl.com/2xmpn53t
