번호,발행시간,뉴스제목,단축링크
1,"Sun, 26 Jul 2026 11:03:00 GMT","삼전닉스, 메모리 공급사 넘어 인프라 협력…‘AI 동맹’ 파트너 격상 - 한겨레",https://tinyurl.com/2d44mq24
2,"Mon, 27 Jul 2026 01:46:21 GMT","뉴엔AI, 35억 규모 중기부 AI R&D 추진… 글로벌 K-뷰티 AI 플랫폼 개발 착수 - 인공지능신문",https://tinyurl.com/22o635r8
3,"Mon, 27 Jul 2026 01:11:27 GMT","""생태계가 곧 AI 리더십""…개방형 AI 규제 반대 목소리 확산 - v.daum.net",https://tinyurl.com/2cndwzlk
4,"Mon, 27 Jul 2026 01:25:01 GMT","AI로 대출심사 더 빠르게…농협은행 ""에이전틱 AI 뱅크 구현"" - 머니투데이 - 머니투데이",https://tinyurl.com/2a73p76h
5,"Mon, 27 Jul 2026 00:52:00 GMT","이 대통령 ""샌프란시스코 AI 선언, 국가적 출사표"" - news.sbs.co.kr",https://tinyurl.com/2dhsdxfl
6,"Mon, 27 Jul 2026 00:56:09 GMT",'AI 서밋'으로 빅테크 협력 구체화...네이버·삼성SDS 수혜 - v.daum.net,https://tinyurl.com/295rx55o
7,"Mon, 27 Jul 2026 00:48:00 GMT",이 대통령 “빅테크와 파트너십 AI 동맹 수준 격상”…순방 중 수보회의 [지금뉴스] - KBS 뉴스,https://tinyurl.com/2bnf9d4x
8,"Sun, 26 Jul 2026 19:30:00 GMT","젠슨 황 “엔비디아 AI 연구원들, 한국 이주 계획” - 동아일보",https://tinyurl.com/2cjvjl32
9,"Sun, 26 Jul 2026 22:06:28 GMT","서초구 인공지능위원회 출범…""AI정책 안전성·신뢰성 높인다"" - 연합뉴스",https://tinyurl.com/2dbxyd8t
10,"Mon, 27 Jul 2026 01:23:28 GMT","""안전하고 신뢰받는 AI 행정""…서초구, '인공지능위원회' 출범 - v.daum.net",https://tinyurl.com/22vyeqyx
