번호,발행시간,뉴스제목,단축링크
1,"Sat, 12 Sep 2026 08:19:00 GMT","난제 풀어버린 AI, 다급한 수학자들 집단성명…“수학계에 해악”[김현지의 with AI] - v.daum.net",https://tinyurl.com/2ym6u952
2,"Sat, 12 Sep 2026 06:27:00 GMT",‘수학계 노벨상’ 필즈상 수상자 25인의 경고…“AI의 문제풀이 경쟁 우려스러워” - 경향신문,https://tinyurl.com/2bleqlwe
3,"Sat, 12 Sep 2026 07:26:00 GMT","필즈상 수상 25인, AI 수학 풀이에…‘인간 지적 활동’ 위협 우려 - 한겨레",https://tinyurl.com/27bfzudd
4,"Fri, 11 Sep 2026 10:30:01 GMT",“한달 200달러? 내 돈 가져가십쇼”…GPT-6 가입폭주에 일시중단 - 매일경제,https://tinyurl.com/27lbxhro
5,"Sat, 12 Sep 2026 22:02:00 GMT",인간처럼 생각하고 일하는 AI 왔나…다시 불붙은 'AGI 시대' 논쟁 - v.daum.net,https://tinyurl.com/24j7rsxm
6,"Sun, 13 Sep 2026 00:31:29 GMT","[주말머니]AGI시대 연 아스트라의 등장, 수혜 ETF는 - v.daum.net",https://tinyurl.com/22ucxvck
7,"Sun, 13 Sep 2026 01:39:54 GMT","AI 수장들도 ""개발 늦춰야""…인류멸망 경고에 '속도조절론'(종합) - v.daum.net",https://tinyurl.com/222ukgzj
8,"Sun, 13 Sep 2026 01:00:00 GMT","삼성전자, 초·중생 대상 '갤럭시 AI 클래스' 2학기 모집 - 연합뉴스",https://tinyurl.com/28odt33r
9,"Sun, 13 Sep 2026 01:00:04 GMT","삼성전자, '갤럭시 AI 클래스' 2학기 모집…누적 17만5000명 수료 - 지디넷코리아",https://tinyurl.com/2c25gtcv
10,"Sun, 13 Sep 2026 01:01:00 GMT","삼성전자, 초·중학생 AI 교육 확대…2년간 25만명 가르친다 - v.daum.net",https://tinyurl.com/272z26fp
