번호,발행시간,뉴스제목,단축링크
1,"Thu, 28 May 2026 03:00:00 GMT","""AI가 스스로 해킹한다""…국내 대학도 털렸다 - 머니투데이 - 머니투데이",https://tinyurl.com/2yopgccp
2,"Thu, 28 May 2026 02:55:16 GMT","정부, 젊은 인재 키우는 'AI스타펠로우십' 재공고 - 지디넷코리아",https://tinyurl.com/246wbvyu
3,"Fri, 29 May 2026 01:26:05 GMT","""2년내 누구나 AI에이전트 만드는 시대 온다""…MS 부사장의 예언 - v.daum.net",https://tinyurl.com/22car78h
4,"Fri, 29 May 2026 01:37:52 GMT","광주과학관, 인공지능 실증 지침서 'AI와 과학관' 출판 - 뉴스1",https://tinyurl.com/28k3cjd8
5,"Fri, 29 May 2026 01:21:25 GMT",'유럽판 오픈AI' 미스트랄도 자체 칩 설계 검토 - 연합뉴스,https://tinyurl.com/26oc72ze
6,"Fri, 29 May 2026 00:40:02 GMT","SK그룹 최태원 회장 ""인공지능 시대에는 4가지 근육 갖춰야"" - 연합인포맥스",https://tinyurl.com/25g73dat
7,"Fri, 29 May 2026 01:29:51 GMT","최태원 SK 회장 ""AI와 공존할 인재 필요…제너럴리스트 가치 커진다"" - 뉴시스",https://tinyurl.com/24mdu7kj
8,"Thu, 28 May 2026 22:09:39 GMT",최태원 “AI 시대에서는 수학자가 의사보다 훨씬 돈 많이 벌 수도” - v.daum.net,https://tinyurl.com/25t7qhr4
9,"Thu, 28 May 2026 20:27:00 GMT",인공지능 시대 정의의 재설계...'마지막 퍼즐'은 인간의 몫 - YTN,https://tinyurl.com/26ft75lx
10,"Thu, 28 May 2026 22:04:04 GMT","교육부, 초·중등 인공지능 교육 담당교원 역량강화 연수 본격 운영 - 서울Pn",https://tinyurl.com/287xtl3f
