번호,발행시간,뉴스제목,단축링크
1,"Mon, 13 Apr 2026 13:17:00 GMT","그만뒀는데, 안 그만뒀다?…퇴사자 데이터로 ‘AI 아바타’ 만들어 일 시킨 게임회사 - 한겨레",https://tinyurl.com/24sht46r
2,"Sun, 12 Apr 2026 02:47:16 GMT",[써보고서] 와이파이 끊어도 AI는 살아있다…구글 'AI 엣지 갤러리' - 지디넷코리아,https://tinyurl.com/22pvcx58
3,"Mon, 13 Apr 2026 23:43:32 GMT","마키나락스-LIG D&A, 국방 인공지능 협력 MOU - 뉴시스",https://tinyurl.com/263mwqec
4,"Tue, 14 Apr 2026 01:21:00 GMT","마키나락스-LIG D&A, 국방 인공지능 협력...AI OS ‘런웨이’ 통해 국방 현장 특유의 폐쇄망·보안 환경 대응 가속 - 인공지능신문",https://tinyurl.com/2buorv5j
5,"Tue, 14 Apr 2026 01:23:10 GMT","마키나락스, LIG D&A와 국방 AI '맞손'…미래 전장 지능화 협력 - 지디넷코리아",https://tinyurl.com/27znf2sm
6,"Tue, 14 Apr 2026 00:23:25 GMT",[포토] 김경만 과학기술정보통신부 인공지능정책실장 'K-AI 이노베이터' 조찬모임 발표 - v.daum.net,https://tinyurl.com/297j8wgo
7,"Mon, 13 Apr 2026 22:36:00 GMT","“내 존엄성이 먼저”…시흥시장곡종합사회복지관, 인공지능 시대 인권교육 특강 - 경기일보",https://tinyurl.com/23dhdrph
8,"Mon, 13 Apr 2026 19:30:00 GMT","30분-4달러면 논문 한편 뚝딱 완성… ‘AI 슬롭’ 학계까지 침투, 우려 확산 - 동아일보",https://tinyurl.com/2ba5q3za
9,"Tue, 14 Apr 2026 00:50:00 GMT","싱가포르, 식품 폐기 줄이는 AI 세균 예측 기술 - KBS 뉴스",https://tinyurl.com/28qszp37
10,"Tue, 14 Apr 2026 01:07:23 GMT","인공지능확장현실 시대를 이끌 인재, 지금 시작합니다. 「가상 융합기술 아카데미」 제5기 입학식 개최 - 서울Pn",https://tinyurl.com/2c4k6zcb
