번호,발행시간,뉴스제목,단축링크
1,"Thu, 02 Jul 2026 08:52:40 GMT",초과세수 5조 투입…'소버린 AI' 개발한다 - 한국경제,https://tinyurl.com/2c5wcfvw
2,"Wed, 01 Jul 2026 21:03:05 GMT",알파폴드 다음은 ‘가상 세포’…AI로 세포 통째로 시뮬레이션한다 - 조선일보,https://tinyurl.com/2cogtqn9
3,"Sat, 04 Jul 2026 01:32:01 GMT",[테크톡노트] AI 다음은 '양자'…게임체인저가 온다 - v.daum.net,https://tinyurl.com/28xqb7sr
4,"Sat, 04 Jul 2026 00:39:00 GMT",中 알리바바 클로드 코드 금지령...앤스로픽 “우리가 사용금지” - 서울경제신문,https://tinyurl.com/23y5thvl
5,"Fri, 03 Jul 2026 05:48:51 GMT",엔비디아도 원전으로…AI 전력난에 커지는 SMR 기대감 - 지디넷코리아,https://tinyurl.com/2b33lpln
6,"Fri, 03 Jul 2026 19:18:45 GMT",AI 시대 맞춰 개인정보 보호정책 손본다…3차 기본계획 마련 - 정책뉴스 | 뉴스 - 대한민국 정책브리핑,https://tinyurl.com/249bx766
7,"Fri, 03 Jul 2026 13:00:00 GMT","영남권에 312조 투자...""피지컬AI·우주 핵심 거점"" - YTN",https://tinyurl.com/298veu3c
8,"Fri, 03 Jul 2026 06:18:09 GMT","현대차그룹, 영남권에 42조 투자…AI 자율주행·우주 미래거점 키운다 - v.daum.net",https://tinyurl.com/2yqxpso3
9,"Fri, 03 Jul 2026 07:13:37 GMT","한화, 영남권 55조 투자…김동관 ""독자 발사체·국방AI로 우주 강국 도약"" - 조선일보",https://tinyurl.com/2bp8m8zf
10,"Fri, 03 Jul 2026 19:16:27 GMT",'앤트로픽 AI 수출통제 해제' 이끈 건 아모데이 아닌 브라운 CCO - 연합뉴스,https://tinyurl.com/2xooxqna
