번호,발행시간,뉴스제목,단축링크
1,"Sun, 20 Sep 2026 20:00:02 GMT","AI중독, 인류 퇴화 시작됐다…“내 글인데 기억이 안 나요” [창간기획 AI발 인류지능 퇴보] - 중앙일보",https://tinyurl.com/2xurhp53
2,"Sun, 20 Sep 2026 00:25:42 GMT","트럼프 ""새 'AI 차르' 임명할 것…인공지능 명칭 바꿔야"" - AI타임스",https://tinyurl.com/256ot3jl
3,"Sun, 20 Sep 2026 00:42:55 GMT","트럼프 ""'AI 군' 창설…인공지능 이름도 바꾸자"" - 지디넷코리아",https://tinyurl.com/2czv8ykh
4,"Mon, 21 Sep 2026 01:15:00 GMT",‘AI 위험론 선구자’ 닉 보스트롬 “6개월 내 위협적 AI 나올 수도” - 한겨레,https://tinyurl.com/2ddclgez
5,"Mon, 21 Sep 2026 01:39:32 GMT","부산시, 해양·물류에 AI 입힌다…“글로벌 성장거점으로” - v.daum.net",https://tinyurl.com/22csxyjd
6,"Mon, 21 Sep 2026 01:52:30 GMT","퀄컴 샤오미도 애플 이어 기업용 AI 서버 개발 가능성, ""TSMC가 핵심 역할"" - 비즈니스포스트",https://tinyurl.com/286ts6ak
7,"Mon, 21 Sep 2026 01:55:44 GMT","MDS테크, AI-인글라스 기술개발 참여…웨어러블 AI 연산 단말 개발 - 마켓인",https://tinyurl.com/29spm2vm
8,"Mon, 21 Sep 2026 01:17:00 GMT","""오픈AI에 질 수 없다""...앤트로픽, 신모델 조기 등판 만지작 - YTN",https://tinyurl.com/264ab29y
9,"Mon, 21 Sep 2026 01:31:18 GMT",앤트로픽 기업가치 5500조 전망까지…오픈AI·中 AI와 가격 경쟁 - 서울경제,https://tinyurl.com/28kkzdo4
10,"Mon, 21 Sep 2026 00:07:53 GMT","오픈AI, 2030년까지 컴퓨팅 확보에 386조원 현금 소진 - v.daum.net",https://tinyurl.com/23lx3nqv
