번호,발행시간,뉴스제목,단축링크
1,"Thu, 25 Jun 2026 22:52:00 GMT",AI 적극 도입했더니 비용 폭증…기업들 ‘가성비 숙제’ 푸느라 골머리 - 한겨레,https://tinyurl.com/25ve3myv
2,"Thu, 25 Jun 2026 08:24:02 GMT",피지컬 AI 데이터 모을 '로봇 훈련소' 만든다 - 한국경제,https://tinyurl.com/24ovhlax
3,"Sat, 27 Jun 2026 01:56:31 GMT","美, 앤스로픽 최상위 AI '미토스5' 일부 접근 허용…페이블5는 계속 제한 - v.daum.net",https://tinyurl.com/2d2ak4ga
4,"Fri, 26 Jun 2026 20:04:39 GMT","오픈AI, 새 AI모델 GPT-5.6 공개…美정부 요청에 일부기관 제공 - 연합뉴스",https://tinyurl.com/23kypvgb
5,"Sat, 27 Jun 2026 01:41:00 GMT","美, 2주 만에 앤스로픽 AI 규제 완화…‘미토스5′ 일부 기업 사용 허용 - 조선비즈 - Chosunbiz",https://tinyurl.com/29as93qm
6,"Fri, 26 Jun 2026 21:16:01 GMT","정부 승인이 표준되나…오픈AI ""일부에만 새 AI 모델 GPT-5.6 공개"" - v.daum.net",https://tinyurl.com/2yaju78x
7,"Fri, 26 Jun 2026 07:01:28 GMT","코스피 5.8% 급락 8,400선까지 밀려‥인공지능 투자 위축 우려 등으로 차익실현 - MBC 뉴스",https://tinyurl.com/25xlws9c
8,"Fri, 26 Jun 2026 08:08:12 GMT","관세청, '인공지능(AI) 정부 발전 유공' 대통령상 수상 - 서울Pn",https://tinyurl.com/26rzypbj
9,"Fri, 26 Jun 2026 23:08:45 GMT","""스페이스X는 AI 기업 아냐""…머스크 저격한 링크드인 창업자, 왜 - 머니투데이 - 머니투데이",https://tinyurl.com/27f43jvs
10,"Fri, 26 Jun 2026 09:12:00 GMT","한국저작권위원회, 경기콘텐츠진흥원과 인공지능 저작권 특강·법률상담 실시 - 동아일보",https://tinyurl.com/289zhypt
