번호,발행시간,뉴스제목,단축링크
1,"Sat, 11 Apr 2026 05:02:37 GMT","이연수 NC AI 대표 ""모두가 크리에이터…다른 기업과 협력 원해"" - 지디넷코리아",https://tinyurl.com/2yprhypj
2,"Sat, 11 Apr 2026 04:31:00 GMT","‘가짜 질병’ 던졌더니 덥석 문 AI, 퍼나르고 학술지 인용까지 - 한겨레",https://tinyurl.com/2258hqz7
3,"Sun, 12 Apr 2026 01:06:00 GMT",의료용 인공지능 허가 3년 새 2.5배↑…“올해 1분기에만 55건” - KBS 뉴스,https://tinyurl.com/2boel4kl
4,"Sun, 12 Apr 2026 00:06:28 GMT","입장료 540만원, 호텔비는 10배 폭등… 실리콘밸리 ‘AI 컨퍼런스 붐’ 백태 - 조선일보",https://tinyurl.com/2ccxmw7u
5,"Sun, 12 Apr 2026 01:07:24 GMT","“조선업도 AI로 짓는다”… UNIST, 초거대 산업 AI 개발 본격화 - v.daum.net",https://tinyurl.com/2d6f3eyv
6,"Sat, 11 Apr 2026 22:55:02 GMT","매일 1만건 쌓이는 사건…숨가쁜 경찰, AI로 수사자동화 추진 - 연합뉴스",https://tinyurl.com/2b3sjaxc
7,"Sat, 11 Apr 2026 20:00:00 GMT",몰래 녹음에 AI 비교까지…진료실 '불신' 번진다 - 노컷뉴스,https://tinyurl.com/28kzbvz9
8,"Sat, 11 Apr 2026 21:06:05 GMT",AI가 디자이너 대체? “14년 전에도 같은 걱정..기회 더 늘더라”[김창영의 실리콘밸리Look] - 서울경제,https://tinyurl.com/2bv9word
9,"Sat, 11 Apr 2026 23:00:00 GMT",[투데이 窓] 피지컬 AI와 한국산업의 기회 - 머니투데이 - mt.co.kr,https://tinyurl.com/2xkfqt5k
10,"Sat, 11 Apr 2026 09:56:05 GMT",성인 문해교육 지원사업 확대…AI-디지털 교육 강화 - 내외뉴스통신,https://tinyurl.com/229bkpqm
