번호,발행시간,뉴스제목,단축링크
1,"Thu, 12 Mar 2026 09:32:00 GMT",화염에 휩싸인 부르즈 칼리파?···이란 전쟁 ‘AI 조작 영상’ 확산 - 경향신문,https://tinyurl.com/24eb6qk2
2,"Thu, 12 Mar 2026 10:23:00 GMT",살상의 도구가 된 인공지능 [제정임의 탐조등] - 한겨레,https://tinyurl.com/28jh8yn7
3,"Thu, 12 Mar 2026 05:32:46 GMT","AI에게 지고 웃은 이세돌, '먼저 온 미래'를 껴안다 - 지디넷코리아",https://tinyurl.com/2dmwurmy
4,"Thu, 12 Mar 2026 08:58:11 GMT","이세돌 VS 알파고 대국 10주년, 세상은 어떻게 변했을까? - 디에디트",https://tinyurl.com/23dyeoj9
5,"Fri, 13 Mar 2026 01:00:00 GMT","""인간보다 성능 52% 향상""…노동부, AI 산재 예측 모델 공개 - 뉴시스",https://tinyurl.com/27vv672v
6,"Fri, 13 Mar 2026 01:00:00 GMT","노동부, 산재 예방에 AI 투입...""예측 성능 52% 향상"" - 아시아경제",https://tinyurl.com/23qp4vwq
7,"Fri, 13 Mar 2026 01:00:05 GMT",AI가 산재이력 학습해 위험사업장 선별…노동부 AX 세미나 개최 - 연합뉴스,https://tinyurl.com/25z6rw2p
8,"Thu, 12 Mar 2026 23:54:56 GMT","원주, 의료 인공지능·반도체 발전 방안 모색 - v.daum.net",https://tinyurl.com/2xwa3gj3
9,"Fri, 13 Mar 2026 01:05:20 GMT","자율형 인공지능(에이전틱 AI) 시대,소프트웨어 산업 및 인재 양성 방향 모색 - 서울Pn",https://tinyurl.com/2ckdqqyh
10,"Fri, 13 Mar 2026 01:00:00 GMT","과기정통부, '인공지능 윤리원칙' 제정 착수…전문가 자문단 발족 - 이투데이",https://tinyurl.com/292qrczl
