번호,발행시간,뉴스제목,단축링크
1,"Sun, 15 Feb 2026 21:00:07 GMT",챗GPT·제미나이 이렇게 써라…직장서 살아남을 'AI 사용법' - 중앙일보,https://tinyurl.com/2y7568y7
2,"Sun, 15 Feb 2026 00:20:41 GMT","[AI는 지금] 오픈소스AI, 미·중 패권경쟁 흔든다…""韓, 전략적 활용 시급"" - 지디넷코리아",https://tinyurl.com/2daft4bh
3,"Tue, 17 Feb 2026 03:38:33 GMT",‘AI 개발 경쟁·수익성 고민’에 정체성 흐려지는 빅테크들 - v.daum.net,https://tinyurl.com/29hh8o7h
4,"Tue, 17 Feb 2026 04:43:59 GMT",“실수 수습해 줬는데 왜 성질이야”…그들만의 채팅방 뒷담화에 소름 돋았다 - 매일경제,https://tinyurl.com/22yjjms8
5,"Tue, 17 Feb 2026 04:15:03 GMT",“옛 동부소방서가 AI 기지로?”…대구에 ‘AI 테크포트’ 뜬다! - v.daum.net,https://tinyurl.com/2dmn9wam
6,"Mon, 16 Feb 2026 09:01:00 GMT",'AI를 쓰지 않는다'는 사람들이 모르고 있는 사실 - OhmyNews,https://tinyurl.com/24s6bf3w
7,"Tue, 17 Feb 2026 02:14:00 GMT",“‘옷 벗기는 AI’ 언제까지 그냥 둘 건가”···성착취 이미지 생성에 전 세계가 ‘우려’ 성명 - 경향신문,https://tinyurl.com/26nugvvq
8,"Mon, 16 Feb 2026 22:22:00 GMT","현실세계로 뛰쳐나온 인공지능, 당신의 운명은? - 네이버 프리미엄콘텐츠",https://tinyurl.com/23qtjd36
9,"Tue, 17 Feb 2026 04:40:18 GMT",'AI 시대' 빅테크 구조조정 가속...1년새 10배 늘어 - v.daum.net,https://tinyurl.com/274l76ca
10,"Tue, 17 Feb 2026 02:49:00 GMT",AI에 쫓겨나는 글로벌 빅테크 노동자…1월 해고 직원 지난해 10배 - 한겨레,https://tinyurl.com/23s6xval
