번호,발행시간,뉴스제목,단축링크
1,"Tue, 07 Jul 2026 01:23:31 GMT",'국대 AI' 내달 2차 검증대…LG·SKT·업스테이지 보고서 제출 - 지디넷코리아,https://tinyurl.com/26x8e7w8
2,"Sun, 05 Jul 2026 07:22:48 GMT","세계 1만5천 AI 석학들 서울 총 집결… ICML 2026, 한국 AI 위상 높인다 - 인공지능신문",https://tinyurl.com/29yl3v64
3,"Tue, 07 Jul 2026 01:37:13 GMT","막히던 구미국가산단, AI가 길 터준다 - v.daum.net",https://tinyurl.com/2bra9cnf
4,"Tue, 07 Jul 2026 01:45:41 GMT","마산대, 로봇·AI 융합 혁신 인재 양성 나서 - 스트레이트뉴스",https://tinyurl.com/26rmrmq9
5,"Tue, 07 Jul 2026 01:50:00 GMT",양철웅 NHN CTO “AI 시대 다음 과제는 안전한 데이터 연결과 보안” - 조선비즈 - Chosunbiz,https://tinyurl.com/22flergc
6,"Mon, 06 Jul 2026 16:44:32 GMT","""엔비디아, 차세대 AI서버 '카이버' 출시 1년 지연…제조 난관"" - 연합뉴스",https://tinyurl.com/23a2s9ad
7,"Tue, 07 Jul 2026 01:11:51 GMT","KAI-팀네이버, 국방 AI 플랫폼 개발 맞손…피지컬 AI 협력 강화 - v.daum.net",https://tinyurl.com/27swjor2
8,"Tue, 07 Jul 2026 01:12:00 GMT",네이버·KAI ‘한국형’ 독자 국방 AI 구축한다…기술 주권 확보 - KBS 뉴스,https://tinyurl.com/2673ps6x
9,"Tue, 07 Jul 2026 00:45:10 GMT","팀네이버-KAI, 방산 특화 AI 모델 공동 개발…국방 소버린 AI 구현 나선다 - 인공지능신문",https://tinyurl.com/2cy5kwu7
10,"Tue, 07 Jul 2026 01:01:27 GMT",미래 팬데믹 대비 인공지능 기반 백신 연구개발 위한 '한국형 팬데믹 대비 엔진 워크숍' 개최(7.7.화) - 서울Pn,https://tinyurl.com/22c79xtg
