번호,발행시간,뉴스제목,단축링크
1,"Sun, 21 Jun 2026 21:04:00 GMT",미국이 AI를 껐다 [뉴노멀-실리콘밸리] - 한겨레,https://tinyurl.com/2yuat5ze
2,"Tue, 23 Jun 2026 00:44:24 GMT",세계 1위 앤트로픽의 인공지능(AI) 왜 두번 퇴출당했나[인사이트] - 서울신문,https://tinyurl.com/26mxuhp7
3,"Mon, 22 Jun 2026 02:37:17 GMT","AI 주권, 모델 넘어 '운영' 경쟁으로 번진다 - 지디넷코리아",https://tinyurl.com/2arofy5p
4,"Sun, 21 Jun 2026 08:31:51 GMT","""함께 일할 AI 구합니다""… AI 에이전트 채용 '붐' - 매일경제",https://tinyurl.com/24jeddnl
5,"Tue, 23 Jun 2026 00:57:05 GMT","'충남형 소버린 인공지능' 구축 방안은…충남교육감직 인수위, 현장 방문 - v.daum.net",https://tinyurl.com/29jys3kr
6,"Tue, 23 Jun 2026 02:06:50 GMT","의료 데이터 스페이스 실증 착수, 데이터 공유·활용 기반 인공지능 전환 본격화 - 서울Pn",https://tinyurl.com/28okelqq
7,"Tue, 23 Jun 2026 00:07:00 GMT",AI로 의료 데이터 종합·분석...중증 질환도 조기에 잡아낸다 - 한겨레,https://tinyurl.com/25dsqshm
8,"Mon, 22 Jun 2026 23:30:01 GMT","""AI 시대 기업 경쟁력, '데이터 신뢰도'에서 판가름"" - 지디넷코리아",https://tinyurl.com/2adg8zes
9,"Tue, 23 Jun 2026 01:45:00 GMT",최태원 회장 “AI 시대 인재 기준도 달라져···AI 협력·활용 고민해야” - 경향신문,https://tinyurl.com/2xjd4cha
10,"Mon, 22 Jun 2026 18:06:49 GMT",지금 ‘반도체 광풍’은 예고편일 뿐… ‘AI 인프라 확충 전쟁’ 터진다 - 조선일보,https://tinyurl.com/23ambszf
