번호,발행시간,뉴스제목,단축링크
1,"Fri, 24 Apr 2026 06:00:00 GMT",‘hwp 첨부 파일’ 역사 속으로…AI가 못 읽어 공문서에서 ‘퇴출’ - 한겨레,https://tinyurl.com/2yprwz57
2,"Fri, 24 Apr 2026 00:37:01 GMT",기업도 AI도 못읽는 ‘공문서 hwp’…5월부터 첨부 제한한다 - 매일경제,https://tinyurl.com/23pl7v2q
3,"Fri, 24 Apr 2026 09:46:20 GMT",드디어 ‘hwp’ 공문서 사라진다 - 미디어오늘,https://tinyurl.com/254c6kdn
4,"Thu, 23 Apr 2026 11:59:21 GMT","[단독] 스탠퍼드가 처음 선정한 '주목할 AI' 5개…""LG·네이버만 있었다"" - 지디넷코리아",https://tinyurl.com/29ybumbv
5,"Sat, 25 Apr 2026 00:53:30 GMT","교육부-과기부, AI 인재양성 협력과제의 실행을 위한 전담팀 첫 회의 개최 - 인공지능신문",https://tinyurl.com/27dr2bmy
6,"Sat, 25 Apr 2026 00:45:00 GMT","[실제 가보니] ""AI가 곡 만든다""…과학축제 체험 열기 - 연합뉴스",https://tinyurl.com/25ov8fxw
7,"Sat, 25 Apr 2026 00:54:01 GMT",日·獨 제조 강국 흔들…중국 AI에 ‘골든타임’ 위기 - v.daum.net,https://tinyurl.com/2yjp76ur
8,"Fri, 24 Apr 2026 15:38:16 GMT","""잘 키운 로봇 하나, 열 자식 안 부러울 것… 피지컬 AI가 한국의 기회"" - 조선일보",https://tinyurl.com/2bjx3jp6
9,"Fri, 24 Apr 2026 23:10:00 GMT","의정부시, 인공지능 기반 노인 맞춤형 건강관리 도입 - 뉴시스",https://tinyurl.com/2dljknqp
10,"Fri, 24 Apr 2026 00:00:00 GMT","삼성전자, 밀라노에서 인공지능 가전 세미나 개최 - YTN 사이언스",https://tinyurl.com/27actz25
