번호,발행시간,뉴스제목,단축링크
1,"Sun, 16 Aug 2026 08:39:54 GMT","“이 글, 인공지능이 썼을까?”…이제 알 수 있다, 앤트로픽 'AI 텍스트'에 워터마크 심는다 - 인공지능신문",https://tinyurl.com/2ajhnnql
2,"Sun, 16 Aug 2026 03:44:00 GMT","미·중 AI 전쟁 격화···미, 한국 등 35개국에 “미국과 중국 중 양자택일하라” 압박 - khan.co.kr",https://tinyurl.com/2aufxe42
3,"Sun, 16 Aug 2026 11:23:00 GMT","미국, 한국 포함 35개국에 ‘중국 주도 AI 협력체 불참’ 요구 방침 - 한겨레",https://tinyurl.com/2d2sy2uv
4,"Mon, 17 Aug 2026 07:12:45 GMT","美 ""AI는 양다리 안돼""…한국 등 35개국에 '中과 택일' 요구 - 한국경제",https://tinyurl.com/28pqh24p
5,"Mon, 17 Aug 2026 22:57:30 GMT",구직 청년 64% “5년 내 AI가 일자리 대체·축소할 것”…재직자보다 불안감 커 - v.daum.net,https://tinyurl.com/27k79gc4
6,"Tue, 18 Aug 2026 00:28:31 GMT","내 일자리, 5년 뒤 괜찮을까…청년 53.9%, AI 대체 우려 - 지디넷코리아",https://tinyurl.com/2ccwcj2z
7,"Mon, 17 Aug 2026 22:34:00 GMT","“청년 54%, 5년 내 AI가 직무 대체”⋯ 미취업·고노출 직무일수록 우려 커 - 브릿지경제",https://tinyurl.com/25lyv5ue
8,"Tue, 18 Aug 2026 00:00:05 GMT","일레븐랩스, 기업·방송 콘텐츠에 'AI 음성 복원' 확산 - 지디넷코리아",https://tinyurl.com/2a6vmle3
9,"Tue, 18 Aug 2026 00:00:04 GMT",중앙아 5개국 AI 교육 전문가 방한…한-중앙아 인재양성 협력 - 매일경제 마켓,https://tinyurl.com/23papm2k
10,"Mon, 17 Aug 2026 21:03:55 GMT",[인터뷰] 엔비디아·소프트뱅크가 투자한 피지컬 AI 대표 유니콘 ‘스킬드 AI’… 아비나브 굽다 공동창업자 “로봇 형태 상관 없이 하나의 두뇌로 이해·제어” - 조선비즈 - Chosunbiz,https://tinyurl.com/22mae6ot
