번호,발행시간,뉴스제목,단축링크
1,"Mon, 06 Apr 2026 22:17:00 GMT","“내 목소리·얼굴, 동의한 적 없는데”…AI ‘무단 학습’에 빼앗긴 창작권 - 한겨레",https://tinyurl.com/22zx8oo7
2,"Mon, 06 Apr 2026 03:28:20 GMT","[국방 AX 거점 ①] 'AI 전장' 현실화…국방, AX 전환 속도 붙는다 - 지디넷코리아",https://tinyurl.com/269fjpds
3,"Tue, 07 Apr 2026 00:39:00 GMT","NHN클라우드, 중진공·인공지능산학연협회와 호남 AI 벤처 성장 돕는다 - v.daum.net",https://tinyurl.com/23so8hdm
4,"Mon, 06 Apr 2026 23:57:40 GMT","""경북도, 유엔 AI 허브 유치 경쟁력 충분하다"" - 뉴시스",https://tinyurl.com/2992deoc
5,"Tue, 07 Apr 2026 00:50:00 GMT","부산시, '2026 K-ICT WEEK' 참가 기업 모집…인공지능 전환(AX) 가속화 - 뉴스1",https://tinyurl.com/27db7utz
6,"Tue, 07 Apr 2026 00:54:55 GMT","오픈AI·앤트로픽·구글, 중국 ‘모델 베끼기’ 차단 공조 - v.daum.net",https://tinyurl.com/24uyxjef
7,"Mon, 06 Apr 2026 22:50:57 GMT","오픈AI·구글·앤스로픽, 중국 ‘AI 모방’ 차단 공조 나섰다 - 글로벌이코노믹",https://tinyurl.com/2cqmcs78
8,"Mon, 06 Apr 2026 22:45:32 GMT","오픈AI·구글·앤스로픽, 초유의 협력…""제2의 딥시크 막는다"" - 한국경제",https://tinyurl.com/27nkpbn6
9,"Mon, 06 Apr 2026 22:43:43 GMT","오픈AI, 주 32시간 근무·AI세 신설 등 '초지능 시대' 정책 제안 - etnews.com",https://tinyurl.com/2a6uwn59
10,"Mon, 06 Apr 2026 22:59:00 GMT",오픈AI “AI 시대엔 주4일제 근무”⋯로봇세·공공 펀드도 제안 - 브릿지경제,https://tinyurl.com/2ymnzjp7
