번호,발행시간,뉴스제목,단축링크
1,"Fri, 20 Feb 2026 11:31:55 GMT","[단독] AI 사업 대가 기준 '1.5배' 오른다…""최종 논의 중"" - 지디넷코리아",https://tinyurl.com/28zv98st
2,"Fri, 20 Feb 2026 03:25:25 GMT","아마존, 직원들에게 앤스로픽 코딩 AI 사용 금지령 - 조선일보",https://tinyurl.com/26f523w4
3,"Sun, 22 Feb 2026 03:57:07 GMT","KT, MWC26서 인공지능과 만난 K문화 전시로 한국적 기술 알린다 - v.daum.net",https://tinyurl.com/2abxpulz
4,"Sun, 22 Feb 2026 04:41:32 GMT","""中연구진, AI로 심우주 탐색…초기 은하 후보 160개 이상 발견"" - 연합뉴스",https://tinyurl.com/22av7s8t
5,"Sun, 22 Feb 2026 04:18:00 GMT","오픈AI, 총기난사범 계획 8개월 전 알고도 신고 안 했다 - 동아일보",https://tinyurl.com/24r8f6nw
6,"Sat, 21 Feb 2026 20:14:16 GMT","오픈AI, 투자규모 1.4조→6000억달러로 하향…엔비디아에 호재(?) - v.daum.net",https://tinyurl.com/262dzsvh
7,"Sat, 21 Feb 2026 21:00:00 GMT","삼성SDS·LG CNS, 오픈AI 앞세워 기업 AI 시장 격돌 - IT조선",https://tinyurl.com/27hey5cr
8,"Sat, 21 Feb 2026 05:00:21 GMT",인공지능: '나는 챗GPT와 구글 제미나이를 20분 만에 해킹했다' 기자가 직접 해본 AI 해킹 - BBC,https://tinyurl.com/29gk79hl
9,"Sun, 22 Feb 2026 01:46:57 GMT","LG, 인도 AI 정상회의 참가…""글로벌 인공지능 거버넌스 논의 주도"" - 뉴시스",https://tinyurl.com/2axo8gru
10,"Sun, 22 Feb 2026 02:27:35 GMT","LG AI연구원, '인도 AI 정상회의' 참가…'책임있는 AI' 성과 공유 - mt.co.kr",https://tinyurl.com/24kd3jh7
