번호,발행시간,뉴스제목,단축링크
1,"Thu, 18 Jun 2026 01:49:00 GMT","[단독] 삼성전자, AI로 10명분 똑같이 일해도 ‘차등 평가’…토큰 가성비 본다 - 한겨레",https://tinyurl.com/2d7l9jhl
2,"Thu, 18 Jun 2026 01:06:00 GMT",삼성 AI 대전환…사업구조 싹 바꾼다 - 서울경제,https://tinyurl.com/2y74ky28
3,"Wed, 17 Jun 2026 10:27:00 GMT",[단독] 삼성전자 “AI전환 성과 전일제 환산”…인력감축 명분 우려 - 한겨레,https://tinyurl.com/2brqrjm7
4,"Thu, 18 Jun 2026 01:40:09 GMT",[율곡로] '전략자산'으로 떠오른 AI - 연합뉴스,https://tinyurl.com/29hgmh8z
5,"Tue, 16 Jun 2026 21:05:26 GMT","[비욘드IT] AI 성능 낮춘 앤트로픽, 결과값도 제어한다면 - 지디넷코리아",https://tinyurl.com/267latcm
6,"Thu, 18 Jun 2026 02:12:00 GMT",[K-VIBE] 전태수의 웹 3.0 이야기…앤트로픽 수출통제 사태와 AI 주권 - v.daum.net,https://tinyurl.com/2cs8aahm
7,"Thu, 18 Jun 2026 01:51:48 GMT",UNIST “음성에 담긴 감정 읽어내 AI 얼굴 표정 바꾼다” - v.daum.net,https://tinyurl.com/2am7kct7
8,"Thu, 18 Jun 2026 00:10:24 GMT","“비꼬는 말투까지 알아채 표정 싹 바꾼다”…UNIST, 혁신 AI 기술 개발 - 서울경제",https://tinyurl.com/2cb3e9h9
9,"Thu, 18 Jun 2026 01:38:00 GMT","""비꼬는 얼굴도 구현""…목소리 속 감정 반영해 AI가 표정 생성 - 동아사이언스",https://tinyurl.com/24s5p85x
10,"Thu, 18 Jun 2026 01:52:32 GMT",[글로벌 AI 격전지 대한민국]②잇따라 한국행…AI 외산 의존도 82% - v.daum.net,https://tinyurl.com/2y3ne7fc
