번호,발행시간,뉴스제목,단축링크
1,"Wed, 29 Apr 2026 11:40:08 GMT","""AI발 '해킹 대재앙' 이미 시작됐다"" - 지디넷코리아",https://tinyurl.com/27wc2m8w
2,"Tue, 28 Apr 2026 02:45:00 GMT","23세 아마추어, AI로 60년 묵은 수학 난제 해결…테렌스 타오 ""기존 통념 버려야"" - 동아사이언스",https://tinyurl.com/29pyr6ye
3,"Thu, 30 Apr 2026 01:42:34 GMT","SCL사이언스 자회사 네오젠로직, 암백신 AI 기술 中 특허 확보…10조 시장 진입 - v.daum.net",https://tinyurl.com/2yxwyfek
4,"Thu, 30 Apr 2026 01:00:00 GMT",지역·필수·공공의료 공백 메운다…'AI 기본의료 시대' 착수 - 뉴스1,https://tinyurl.com/22mrsc2m
5,"Thu, 30 Apr 2026 01:00:00 GMT",'지역·필수·공공의료' AI로 대전환…기본의료 시대 연다 - 뉴시스,https://tinyurl.com/2cm2oouy
6,"Thu, 30 Apr 2026 01:00:04 GMT","""AI로 진단·처방 보조…취약지 의료 공백 해소 가능"" - 연합뉴스",https://tinyurl.com/2ysdeu8l
7,"Thu, 30 Apr 2026 00:00:00 GMT","SAS, 양자 AI 사업 시동…'퀀텀 랩'으로 산업별 난제 해결 - 전자신문",https://tinyurl.com/2brlba3x
8,"Thu, 30 Apr 2026 01:02:16 GMT",앱으로 보고·결재·회의…정부 모바일 업무플랫폼 '온AI' 개시 - v.daum.net,https://tinyurl.com/2a5phdev
9,"Thu, 30 Apr 2026 01:00:00 GMT",온AI 모바일 서비스 브리핑 하는 황규철 인공지능정부실장 - 뉴시스,https://tinyurl.com/2xr3ms7s
10,"Thu, 30 Apr 2026 01:00:00 GMT",공무원 출장 중에도 핸드폰으로 보고·결재 가능…'온AI' 모바일 개시 - 뉴스1,https://tinyurl.com/27fjveq3
