번호,발행시간,뉴스제목,단축링크
1,"Thu, 24 Sep 2026 19:05:00 GMT","트럼프 ""AI 규제 더 안 한다""… 시진핑 ""인간이 통제해야"" - 조선일보",https://tinyurl.com/2yvy4o2c
2,"Thu, 24 Sep 2026 16:51:00 GMT","트럼프 ""안보·기술·인공지능 논의""...미중 정상회담 개최 - YTN",https://tinyurl.com/26d2gnno
3,"Fri, 25 Sep 2026 01:51:38 GMT",[미중정상회담] 美 AI·빅테크 거물 만찬 총출동…中기업 뺀 '반쪽 초청' - 연합뉴스,https://tinyurl.com/29a3e9jb
4,"Thu, 24 Sep 2026 04:45:32 GMT","오픈AI·앤트로픽, UN서 'AI 인간 통제 상실' 경고…美는 규제 반대 - 전자신문",https://tinyurl.com/243kkwfd
5,"Wed, 23 Sep 2026 00:17:59 GMT","[AI는 지금] AI 속도조절 꺼낸 앤트로픽, 성능·안전 높인 '오퍼스 5.5' 공개 - 지디넷코리아",https://tinyurl.com/288qm7zz
6,"Thu, 24 Sep 2026 22:11:29 GMT","앤트로픽, 의료 소외 100개 국가에 'AI 의사' 무상 지원 - v.daum.net",https://tinyurl.com/27s2wx5y
7,"Fri, 25 Sep 2026 02:03:11 GMT","[AFTER 8 SPECIAL] ""90년 난제를 AI가?"" 알고보니 '반전'…허준이 교수가 경고한 진짜 함정은? - v.daum.net",https://tinyurl.com/25bpolmv
8,"Fri, 25 Sep 2026 01:48:54 GMT","[AI써봄] ‘일관성 강조, 템플릿 다양’ 챗GPT 이미지 2.5, 얼마나 유용해졌을까 - 동아일보",https://tinyurl.com/27av2w4l
9,"Fri, 25 Sep 2026 02:09:34 GMT","식당 광고에 AI 음식 사진 썼다가 역풍…""입맛 떨어진다"" - 지디넷코리아",https://tinyurl.com/285cgdvm
10,"Fri, 25 Sep 2026 00:00:14 GMT",국적 해운사 인공지능 전환 잰걸음…업체간 격차도 확대 - 매일경제 마켓,https://tinyurl.com/2d4wv3ss
