번호,발행시간,뉴스제목,단축링크
1,"Thu, 25 Jun 2026 02:44:52 GMT","[AI 리더스] 오혜연 ""글로벌 AI 협력, 한국이 의제 주도권 잡을 때"" - 지디넷코리아",https://tinyurl.com/22hkgjyx
2,"Thu, 25 Jun 2026 09:51:00 GMT","앤트로픽 “알리바바, AI 클로드 무단 복제”…백악관에 고발 ‘전면전’ - 한겨레",https://tinyurl.com/2blz5tbc
3,"Fri, 26 Jun 2026 01:40:44 GMT","[테크스냅] LGU+, 챗GPT·제미나이 등 AI 구독료 최대 45% 청구할인 - 매일경제 마켓",https://tinyurl.com/2ahprqcm
4,"Fri, 26 Jun 2026 00:24:01 GMT","IPO ‘대어’ 오픈AI, 상장 내년으로 미루나…‘1조달러 몸값’ 고수에 연기설 - v.daum.net",https://tinyurl.com/28yfkeuj
5,"Fri, 26 Jun 2026 01:45:51 GMT","백악관, 오픈AI에 차세대 모델 '제한적 공개' 요구…""미토스만큼 강력"" - 뉴시스",https://tinyurl.com/26cjqz9h
6,"Fri, 26 Jun 2026 01:00:45 GMT","동양, 글로벌 VC 펀드 투자 성과…스페이스X·오픈AI 효과에 평가차익 확대 - 매일경제 마켓",https://tinyurl.com/299ko454
7,"Fri, 26 Jun 2026 01:57:08 GMT","""머스크의 AI 그록 트래픽 절반 이상은 '후방주의' 음란물"" - 연합뉴스",https://tinyurl.com/2yqn22ps
8,"Thu, 25 Jun 2026 23:43:03 GMT","SKC, CEO 직속 'AI 프런티어 TF' 신설…전사 인공지능 전환 가속 - 뉴시스",https://tinyurl.com/22e93ud4
9,"Fri, 26 Jun 2026 01:53:08 GMT",SKC 전사적 AI 전환 가속화…전담 조직 출범 - 전자신문,https://tinyurl.com/288aw24b
10,"Fri, 26 Jun 2026 00:12:32 GMT","SKC, 전사 AX 속도전…CEO 직속 AI 전담조직 출범 - v.daum.net",https://tinyurl.com/2d7vdpyh
