번호,발행시간,뉴스제목,단축링크
1,"Fri, 24 Apr 2026 15:30:00 GMT","""잘 키운 로봇 하나, 열 자식 안 부러울 것… 피지컬 AI가 한국의 기회"" - 조선일보",https://tinyurl.com/2bjx3jp6
2,"Fri, 24 Apr 2026 06:00:00 GMT",‘hwp 첨부 파일’ 역사 속으로…AI가 못 읽어 공문서에서 ‘퇴출’ - 한겨레,https://tinyurl.com/2yprwz57
3,"Sat, 25 Apr 2026 10:44:11 GMT","공공 문서 'hwp' 퇴출 수순…정부, AI 활용 위해 hwpx 전환 - v.daum.net",https://tinyurl.com/2b6q6hd4
4,"Fri, 24 Apr 2026 00:00:02 GMT","""AI 못 읽는 hwp 줄인다""…정부, 개방형 hwpx로 전환 - 연합뉴스",https://tinyurl.com/2db5e3gl
5,"Sun, 26 Apr 2026 01:19:54 GMT","UNIST ""AI 예측 정확도 높이는 데이터 보정 알고리즘 개발"" - 연합뉴스",https://tinyurl.com/2csmxey6
6,"Sun, 26 Apr 2026 00:01:00 GMT",반도체 열 확산과 응력 예측 AI 알고리즘 개발 - 전자신문,https://tinyurl.com/25cobclu
7,"Fri, 24 Apr 2026 07:00:00 GMT",반도체 열·응력 해석 정확도 높이는 AI 기술 개발 - 파이낸셜뉴스,https://tinyurl.com/2acbq2j3
8,"Sat, 25 Apr 2026 23:34:38 GMT","경북도내 3개 대학, 인공지능 교육 개발 지원사업 선정 - 연합뉴스",https://tinyurl.com/25g5h68q
9,"Sun, 26 Apr 2026 00:12:44 GMT","교육부 'AI교육 지원 대학'에 경북 3곳 선정, 6억씩 지원 - 뉴시스",https://tinyurl.com/22623m3d
10,"Sat, 25 Apr 2026 21:00:00 GMT",문학 전공까지 스며든 생성형 AI… 대학가 창작 방식 바뀐다 - IT조선,https://tinyurl.com/25gqofch
