번호,발행시간,뉴스제목,단축링크
1,"Thu, 17 Sep 2026 22:18:00 GMT",AI 속도조절론 이면엔 ‘수익 극대화’…추론 효율 높이다 통제 놓칠까 - hani.co.kr,https://tinyurl.com/267kzzrb
2,"Thu, 17 Sep 2026 17:30:47 GMT","젠슨황·저커버그·머스크, 트럼프 설득해 AI규제기구 무산 - 연합뉴스",https://tinyurl.com/23oab7c8
3,"Fri, 18 Sep 2026 01:09:02 GMT","'AI 대부' 힌턴 ""안전장치 안 만들면 아마 1년 내 통제력 상실"" - v.daum.net",https://tinyurl.com/2c6r5ufc
4,"Fri, 18 Sep 2026 01:34:00 GMT",‘AI 대부’ 제프리 힌턴 “1년 안에 AI 통제 장치 만들어야” - 경향신문,https://tinyurl.com/2avm287r
5,"Fri, 18 Sep 2026 01:49:55 GMT","美민주, AI업계 '돈폭탄' 우려…후보들에 언행 조심 당부 - v.daum.net",https://tinyurl.com/2yqsja7g
6,"Fri, 18 Sep 2026 01:51:40 GMT","디노티시아, ‘생성은 GPU·검색은 VDPU’…美서 4카드 서버 성능 공개 - 인공지능신문",https://tinyurl.com/2aoqnly2
7,"Fri, 18 Sep 2026 00:12:00 GMT","사람 지시 안따르는 AI 어쩌나...오픈AI, 통제이탈 실제사례 공개[글로벌AI브리핑] - v.daum.net",https://tinyurl.com/2bj842s3
8,"Fri, 18 Sep 2026 01:33:38 GMT","""오픈AI, 챗GPT 개발에 언론사 기사 1천만건 도둑질"" - 매일경제 마켓",https://tinyurl.com/22s5bc89
9,"Fri, 18 Sep 2026 01:24:14 GMT","""中, AI 빠르게 추격하지만…총매출은 美 오픈AI·앤트로픽의 10%"" - 뉴시스",https://tinyurl.com/25bfznnc
10,"Wed, 16 Sep 2026 07:01:00 GMT","삼성SDS, AI·로봇·물류 10조 투자 시동…KKR과 M&A 물색 - 인베스트조선",https://tinyurl.com/28eu3ctb
