번호,발행시간,뉴스제목,단축링크
1,"Mon, 23 Feb 2026 02:17:47 GMT","앤트로픽, AI 기반 취약점 탐지 전면화...‘클로드 코드 시큐리티’ 공개 - 인공지능신문",https://tinyurl.com/27nmf628
2,"Sun, 22 Feb 2026 01:00:00 GMT",'국가대표 AI' 4파전 경쟁 돌입…독자성·확장성이 승부처 - 전자신문,https://tinyurl.com/24gk4thp
3,"Tue, 24 Feb 2026 04:57:28 GMT",민주주의와 인공지능을 연결하는 다리는 교육이다 - v.daum.net,https://tinyurl.com/29c2cpxn
4,"Tue, 24 Feb 2026 05:10:27 GMT",[보도참고] 인공지능 학습에 자유롭게 활용 가능한 공공누리 유형 신설 - 서울Pn,https://tinyurl.com/2a6gq6ro
5,"Tue, 24 Feb 2026 04:56:57 GMT","TS, 올해 첫 AX 실무협의체 회의…AI 민원업무 자동차 시스템 구축 - 뉴시스",https://tinyurl.com/22gnpz8n
6,"Tue, 24 Feb 2026 04:31:19 GMT","콘진원, AI 콘텐츠 산업에 198억원 투입...제작 지원 사업 공고 - 지디넷코리아",https://tinyurl.com/2b7qz8sh
7,"Tue, 24 Feb 2026 00:07:58 GMT","인공지능 콘텐츠 산업 위해 역대 최대 198억 원 투입...콘진원, '26년 인공지능 콘텐츠 제작 지원 사업 공모 - 인공지능신문",https://tinyurl.com/29zuoc7f
8,"Tue, 24 Feb 2026 00:04:23 GMT","콘진원, AI 콘텐츠 육성에 198억 투입...역대 최대 - 디지털투데이",https://tinyurl.com/2xj9xl3v
9,"Tue, 24 Feb 2026 02:22:28 GMT","인천 연수구, 싱크홀 인공지능(AI)로 잡는다 - 기호일보",https://tinyurl.com/28tl34a8
10,"Tue, 24 Feb 2026 01:33:08 GMT","인천 연수구 ""인공지능기술로 싱크홀 사고 예방한다"" - 뉴시스",https://tinyurl.com/24aoblqj
