번호,발행시간,뉴스제목,단축링크
1,"Sun, 15 Mar 2026 00:01:38 GMT",몇 달 만에 매출 수조원…돈방석 앉는 AI 코딩 스타트업 - 지디넷코리아,https://tinyurl.com/26hw2xsu
2,"Sun, 15 Mar 2026 05:50:00 GMT",미 국방부에 ‘레드라인’ 그은 슈퍼 AI기업처럼…의료에도 필요한 3가지 - 한겨레,https://tinyurl.com/2b4gomhl
3,"Mon, 16 Mar 2026 01:03:39 GMT","""에이전틱 AI 쓰니 마케팅 운영 속도 24배 ↑""…애피어, 신규 AI백서 발간 - v.daum.net",https://tinyurl.com/2cpokdxl
4,"Mon, 16 Mar 2026 01:14:19 GMT","[기고] 에이전틱 AI, 보험 산업 디지털 전환 이끈다 - 지디넷코리아",https://tinyurl.com/26vmp89e
5,"Mon, 16 Mar 2026 00:56:30 GMT","한림대동탄성심병원 ""AI 챗봇 의학정보 정확도 높다"" - v.daum.net",https://tinyurl.com/2xkgy2hr
6,"Sun, 15 Mar 2026 22:00:00 GMT","‘소리만 요란한 빈수레’ 메타, 새 AI 모델 출시 연기하고 직원 또 감축 - 조선일보",https://tinyurl.com/28us3zo4
7,"Sun, 15 Mar 2026 23:41:03 GMT","NC AI, 컴퓨팅 4분의 1로 글로벌 톱 80%…K-월드모델 띄웠다 - 지디넷코리아",https://tinyurl.com/2yeuehbs
8,"Sun, 15 Mar 2026 23:54:26 GMT","[AI픽] NC AI, '로봇 지능 핵심' 월드 파운데이션 모델 시연 - v.daum.net",https://tinyurl.com/2d3y4qr9
9,"Sun, 15 Mar 2026 19:30:00 GMT","조선소에 AI용접 로봇 뜨니, 결함 10분의 1로 줄고 효율 20% 올라 - 동아일보",https://news.google.com/rss/articles/CBMidkFVX3lxTE9rRUpBaGlqYWt2aloxTGozMUM4SmwwazZOWjdQQkhzLTY1VENkTWIxeEJER1BjYnd6aVNEOTJwSWRXUmR0SzdnYjJRNkxqeW1aOUtHRFhlNnBmaVhHMHFmZXlTc1FaM3E4SzBUZENVWFlXd0RUOFHSAWZBVV95cUxNODhMRDhWTzdmVHJhRWNmSXdtWGExVDhHR1NjNWZBM1M5dURldDdfT1I0NkdNWDNrUmNyeTRZOUR5dTY4SUtQWU1FcGdfY3NwTU03UkFCcDg0em54bWItU2pJRWk3U2c?oc=5
10,"Sun, 15 Mar 2026 21:00:00 GMT",현장 AI 과의존 우려에 내부통제 속도… 'AI 훈령' 제정[경찰 AI수사③] - 뉴시스,https://tinyurl.com/2acszs5e
