번호,발행시간,뉴스제목,단축링크
1,"Sat, 01 Aug 2026 22:40:00 GMT","""이것도 AI였어?""…드라마·예능 장악한 인공지능 기술 - 연합뉴스",https://tinyurl.com/2627vqq9
2,"Sun, 02 Aug 2026 10:47:00 GMT",오픈AI ‘챗지피티’ 10억명 넘게 이용했다…출시 3년8개월 만에 - 한겨레,https://tinyurl.com/268zhezq
3,"Sun, 02 Aug 2026 21:50:49 GMT","오픈AI, 차세대 AI '아스트라' 출격 예고… 10년묵은 수학 난제 10개 풀었다 - 전자신문",https://tinyurl.com/26owxet2
4,"Mon, 03 Aug 2026 00:23:56 GMT",오픈AI 차세대 모델 ‘아스트라’... “수학 난제 10개 풀었다” - 매일경제,https://tinyurl.com/2an9n2pf
5,"Mon, 03 Aug 2026 01:29:50 GMT","티오리, 우리금융그룹에 AI 모의해킹 '진트 웹' 공급 - 전자신문",https://tinyurl.com/24t7rvy8
6,"Mon, 03 Aug 2026 01:35:31 GMT",AI는 기업의 모든 데이터를 이해할 수 있을까?...C3 ai가 제시한 엔터프라이즈 AI 에이전트 특허의 의미 - 인공지능신문,https://tinyurl.com/2b4xda5w
7,"Mon, 03 Aug 2026 01:27:00 GMT","EU, AI법 본격 시행···AI 생성물 표시·챗봇 고지 의무화 - 경향신문",https://tinyurl.com/259vz5ep
8,"Sun, 02 Aug 2026 21:06:00 GMT","“중국AI, 이럴줄 알았다”…임시로 복붙한 정보까지 싹 가져간다고? - v.daum.net",https://tinyurl.com/23l2o8qn
9,"Sun, 02 Aug 2026 02:39:12 GMT","""중국 AI·공급망 공세…한국, K-제조 대체불가성 확대해야"" - 연합뉴스",https://tinyurl.com/2ajsh95j
10,"Sat, 01 Aug 2026 23:00:02 GMT","""中 AI 유니콘 문샷 AI, 알리바바서 엔비디아 칩 2만대 제공받아"" - 지디넷코리아",https://tinyurl.com/2aql3jk8
