번호,발행시간,뉴스제목,단축링크
1,"Sat, 25 Jul 2026 11:18:00 GMT","엔비디아, 서울대와 ‘인공지능 인재’ 키운다…‘AI 기술센터’ 추진 - 한겨레",https://tinyurl.com/24u42bvp
2,"Wed, 22 Jul 2026 23:45:39 GMT","오픈AI, 美 조지아에 44조원 AI 데이터센터 짓는다 - 전자신문",https://tinyurl.com/2y37ps65
3,"Sun, 26 Jul 2026 01:12:37 GMT","충주시, 공공부문 인공지능 전환 본격화…행정 전반 AI 체질 개선 - v.daum.net",https://tinyurl.com/226aczxr
4,"Sun, 26 Jul 2026 00:01:00 GMT","인공지능 올라 탄 중기…10곳 중 6곳 ""AI 활용중"" - 뉴시스",https://tinyurl.com/2ybsw36q
5,"Sun, 26 Jul 2026 00:00:06 GMT","KT, 금융권 AI 전환 확대…데이터 중심 AX 본격화 - 매일경제 마켓",https://tinyurl.com/24mkjtfu
6,"Sun, 26 Jul 2026 00:00:00 GMT","""AI가 데이터 잘 활용할 수 있도록 지원""...KT의 맞춤형 금융 AX 전략 - 뉴스핌",https://tinyurl.com/2xv58sq9
7,"Fri, 24 Jul 2026 07:00:00 GMT","[AT 현장] KT “금융 AI 경쟁, 모델 아닌 운영⋯AX 승부처는 ‘에이전틱 AI’” - 아시아타임즈",https://tinyurl.com/2aud58kl
8,"Sat, 25 Jul 2026 02:00:06 GMT","엔비디아 따라가던 '만년 2등' AMD, 드디어 길이 보인다? [김인엽의 AI 프런티어] - 한국경제",https://tinyurl.com/25upnznf
9,"Sat, 25 Jul 2026 16:56:00 GMT",AI가 바꾸는 독서·출판...세부 기준 마련 시급 - YTN,https://tinyurl.com/2gw45xqo
10,"Sat, 25 Jul 2026 04:47:54 GMT",로봇과 축구하고 춤추고…로봇인공지능과학관 - 연합뉴스,https://tinyurl.com/2ddnck2o
