번호,발행시간,뉴스제목,단축링크
1,"Fri, 10 Jul 2026 15:40:00 GMT",오픈AI 초고성능 모델 ‘GPT-5.6’ 정식 출시 - 조선일보,https://tinyurl.com/2dzlb8u6
2,"Fri, 10 Jul 2026 17:28:30 GMT",다음 AI전장은 사무에이전트…앤트로픽·오픈AI·스페이스X 격돌 - 연합뉴스,https://tinyurl.com/25dtco4k
3,"Sat, 11 Jul 2026 00:18:22 GMT","애플, 오픈AI에 영업비밀 침해 소송…""前직원이 기술탈취"" - 아시아경제",https://tinyurl.com/2adgreyq
4,"Wed, 08 Jul 2026 21:00:00 GMT",논문·연구비 신청서에 AI 흔적 지우는 '휴머나이저' - 동아사이언스,https://tinyurl.com/23d8ehso
5,"Sat, 11 Jul 2026 01:25:00 GMT","[배종찬의 보안 빅데이터] 앤트로픽 ‘미토스’, 신의 선물인가 저주인가 - 보안뉴스",https://tinyurl.com/2azljkvk
6,"Sat, 11 Jul 2026 01:00:04 GMT",'10분의1 가격' 메타·스페이스X의 반격…중국산 AI 대체할까 [김인엽의 AI 프런티어] - 한국경제,https://tinyurl.com/25jy4vye
7,"Fri, 10 Jul 2026 21:01:51 GMT",축구 대신 여의도를 메운 사람들…“내년엔 나 대신 AI 비서가 일합니다” - v.daum.net,https://tinyurl.com/22gd3dp3
8,"Fri, 10 Jul 2026 07:13:00 GMT","삼성SDI, ’인공지능 배전망 에너지저장장치’ 66% 수주 - 연합뉴스TV",https://tinyurl.com/222md6bj
9,"Fri, 10 Jul 2026 11:33:21 GMT","""해외결제 되나요?"" 베트남어 즉문즉답‥AI가 투자 조언까지 - MBC 뉴스",https://tinyurl.com/2dyvqwdn
10,"Thu, 09 Jul 2026 20:01:00 GMT","“AI는 숙련기술의 끝 아닌 새로운 시작” [인공지능 시대, 명장의 기로②] - 경기일보",https://tinyurl.com/2yy8dzmc
