번호,발행시간,뉴스제목,단축링크
1,"Wed, 08 Apr 2026 18:46:19 GMT","메타, 초지능팀 첫 AI모델 발표…오픈AI·구글 경쟁작에 필적 - 연합뉴스",https://tinyurl.com/23yhg4bv
2,"Wed, 08 Apr 2026 23:43:00 GMT","메타, 초지능팀 첫 AI모델 ‘뮤즈 스파크’ 공개⋯""오픈AI·구글 추격"" - 브릿지경제",https://tinyurl.com/27zrezvx
3,"Thu, 09 Apr 2026 00:19:24 GMT","메타, 초지능팀 첫 AI ‘뮤즈 스파크’ 공개 - v.daum.net",https://tinyurl.com/2czet8s6
4,"Wed, 08 Apr 2026 08:45:41 GMT",앤트로픽 '클로드' 서버 장애 지속…국내 AI 서비스 영향 - 지디넷코리아,https://tinyurl.com/2b3yoz5l
5,"Thu, 09 Apr 2026 00:50:23 GMT","KB금융, AI·로보틱스 세계 최대 경진대회 '로보컵(RoboCup) 2026 인천' 메인 후원 - 인공지능신문",https://tinyurl.com/225g9lka
6,"Thu, 09 Apr 2026 01:00:00 GMT","""AI로 의료 질 높인다""…만성질환자 대상 AI 전환사업 설명회 개최 - 뉴스1",https://tinyurl.com/2753obhg
7,"Thu, 09 Apr 2026 01:00:00 GMT","만성질환 관리도 AI로…복지부, AX 사업 설명회 개최 - 뉴시스",https://tinyurl.com/25gt4ox5
8,"Thu, 09 Apr 2026 01:00:00 GMT",만성질환 관리에 AI 접목… 복지부 ‘의료 AX 사업’ 본격화 - 서울경제,https://tinyurl.com/23xzucz2
9,"Thu, 09 Apr 2026 01:01:03 GMT","""이미지·텍스트 통합 추론""…LG AI연구원, '엑사원 4.5' 공개 - 지디넷코리아",https://tinyurl.com/27jflsyo
10,"Thu, 09 Apr 2026 01:00:07 GMT","""계약서·도면 읽고 추론""…LG, 멀티모달 AI '엑사원 4.5' 공개 - 연합뉴스",https://tinyurl.com/28du29sp
