번호,발행시간,뉴스제목,단축링크
1,"Mon, 07 Sep 2026 11:16:09 GMT","'수능 만점' 아스트라의 등장‥""범용인공지능(AGI) 도래했다"" - MBC 뉴스",https://tinyurl.com/22aq2pmk
2,"Mon, 07 Sep 2026 11:25:19 GMT","'수능 만점' 아스트라의 등장‥""범용인공지능(AGI) 도래했다"" - v.daum.net",https://tinyurl.com/25lhnzvo
3,"Tue, 08 Sep 2026 01:29:51 GMT","""범용인공지능 도래""…반도체는 웃었는데, 소프트웨어는 '덜덜' - 연합인포맥스",https://news.google.com/rss/articles/CBMicEFVX3lxTFB6Zl96UlRHdHJxeDloYkRFc08yUDV5b3QwWGtkajJMZ3RpR3U1NV9scWtPM2tJSDl5b3pnRXJQblZwdGlzbnhjZTlxSjBpdGh2SXU0UkJBLVhYY1J2RUdLTFcwYmQyQWlpZXN3SlhLTS0?oc=5
4,"Tue, 08 Sep 2026 01:25:55 GMT","ETRI-육사, 'AI 인글라스' 등 미래 국방기술 개발 맞손 - v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5ZSU9GWWdSVjhLZDF3ajAxbXdUSW15dzNwckRsa2J3dkhNS0M4Y1V2dU1kckc3am9uYkhBX1RrcTNzLWwwYjBDcVo5TlJtbnc?oc=5
5,"Tue, 08 Sep 2026 01:15:57 GMT",ETRI-육군사관학교 맞손…군 작전 특화 'AI 글래스' 개발한다 - 머니투데이 - 머니투데이,https://tinyurl.com/24pcnnrp
6,"Tue, 08 Sep 2026 00:39:56 GMT","ETRI-육군사관학교, AI 기반 미래 국방기술 개발 - 파이낸셜뉴스",https://tinyurl.com/2brjmhqh
7,"Tue, 08 Sep 2026 01:39:31 GMT","서울 강서구, 인공지능 챗봇 가동해 24시간 열려있는 강서구청 - 연합뉴스",https://tinyurl.com/23h7kyk7
8,"Tue, 08 Sep 2026 01:27:58 GMT","전주정보문화산업진흥원-한국폴리텍대학 신기술교육원, '협업지능 기반 피지컬 AI 교육생' 모집 - 전자신문",https://tinyurl.com/2a5nsl5f
9,"Mon, 07 Sep 2026 20:06:16 GMT","[단독] ""40년 수학 난제, AI로 두달 만에 해결… 필즈상 사라질지도 몰라"" - 조선일보",https://tinyurl.com/2dgfgeej
10,"Tue, 08 Sep 2026 00:40:00 GMT","100% AI로 만든 90분 SF영화…제작비 10억, 6개월 만에 완성 - 한겨레",https://tinyurl.com/2aq9ufpo
